Time (s),x Accel,y Accel,z Accel,x Vel,y Vel,x Dis,y Dis,Interval Index Range,Interval #,Last Interval Value X,Last Interval Value Y,Offset X,Offset Y,Corrected x Dis,Corrected y Dis
15.1,0.046919552,-0.075503739,0,0.011565477,-0.016617163,0.001878792,-0.002599063,,,,,,,3.38679392,-0.002599063
15.1,0.044512384,-0.073456106,0,0.011565477,-0.016617163,0.001878792,-0.002599063,,,,,,,3.38679392,-0.002599063
15.2,0.042348266,-0.07141782,0,0.011565477,-0.016617163,0.001878792,-0.002599063,,,,,,,3.38679392,-0.002599063
15.2,0.040453156,-0.069382714,0,0.011565477,-0.016617163,0.001878792,-0.002599063,,,,,,,3.38679392,-0.002599063
15.2,0.038850633,-0.067345107,0,0.011565477,-0.016617163,0.001878792,-0.002599063,,,,,,,3.38679392,-0.002599063
15.2,0.03756144,-0.065300511,0,0.011565477,-0.016617163,0.001878792,-0.002599063,,,,,,,3.38679392,-0.002599063
15.2,0.036602735,-0.063246575,0,0.011565477,-0.016617163,0.001878792,-0.002599063,,,,,,,3.38679392,-0.002599063
15.2,0.035987058,-0.061183892,0,0.011565477,-0.016617163,0.001878792,-0.002599063,,,,,,,3.38679392,-0.002599063
15.2,0.035721017,-0.059116417,0,0.015315265,-0.021815396,0.003410319,-0.004780603,,,,,,,3.388325447,-0.004780603
15.2,0.035803997,-0.057051523,0,0.015315265,-0.021815396,0.003410319,-0.004780603,,,,,,,3.388325447,-0.004780603
15.2,0.036227379,-0.054999792,0,0.015315265,-0.021815396,0.003410319,-0.004780603,,,,,,,3.388325447,-0.004780603
15.2,0.03697448,-0.052974437,0,0.015315265,-0.021815396,0.003410319,-0.004780603,,,,,,,3.388325447,-0.004780603
15.3,0.038021266,-0.050990241,0,0.015315265,-0.021815396,0.003410319,-0.004780603,,,,,,,3.388325447,-0.004780603
15.3,0.03933771,-0.049062359,0,0.015315265,-0.021815396,0.003410319,-0.004780603,,,,,,,3.388325447,-0.004780603
15.3,0.040889478,-0.04720549,0,0.015315265,-0.021815396,0.003410319,-0.004780603,,,,,,,3.388325447,-0.004780603
15.3,0.042639479,-0.045433216,0,0.015315265,-0.021815396,0.003410319,-0.004780603,,,,,,,3.388325447,-0.004780603
15.3,0.044548917,-0.043757338,0,0.015315265,-0.021815396,0.003410319,-0.004780603,,,,,,,3.388325447,-0.004780603
15.3,0.04657794,-0.042187684,0,0.015315265,-0.021815396,0.003410319,-0.004780603,,,,,,,3.388325447,-0.004780603
15.3,0.048686303,-0.040732513,0,0.020926886,-0.025481278,0.005503007,-0.00732873,,,,,,,3.390418135,-0.00732873
15.3,0.050834207,-0.039399099,0,0.020926886,-0.025481278,0.005503007,-0.00732873,,,,,,,3.390418135,-0.00732873
15.3,0.052983014,-0.038194115,0,0.020926886,-0.025481278,0.005503007,-0.00732873,,,,,,,3.390418135,-0.00732873
15.3,0.055095651,-0.037123783,0,0.020926886,-0.025481278,0.005503007,-0.00732873,,,,,,,3.390418135,-0.00732873
15.4,0.057136774,-0.036193839,0,0.020926886,-0.025481278,0.005503007,-0.00732873,,,,,,,3.390418135,-0.00732873
15.4,0.059072799,-0.035409312,0,0.020926886,-0.025481278,0.005503007,-0.00732873,,,,,,,3.390418135,-0.00732873
15.4,0.060871901,-0.03477415,0,0.020926886,-0.025481278,0.005503007,-0.00732873,,,,,,,3.390418135,-0.00732873
15.4,0.062504174,-0.034291047,0,0.020926886,-0.025481278,0.005503007,-0.00732873,,,,,,,3.390418135,-0.00732873
15.4,0.063942111,-0.033961827,0,0.020926886,-0.025481278,0.005503007,-0.00732873,,,,,,,3.390418135,-0.00732873
15.4,0.06516125,-0.03378832,0,0.020926886,-0.025481278,0.005503007,-0.00732873,,,,,,,3.390418135,-0.00732873
15.4,0.066140597,-0.033773393,0,0.027669407,-0.028990084,0.008269948,-0.010227739,,,,,,,3.393185076,-0.010227739
15.4,0.066862734,-0.033921864,0,0.027669407,-0.028990084,0.008269948,-0.010227739,,,,,,,3.393185076,-0.010227739
15.4,0.067313859,-0.034241106,0,0.027669407,-0.028990084,0.008269948,-0.010227739,,,,,,,3.393185076,-0.010227739
15.4,0.0674839,-0.034741227,0,0.027669407,-0.028990084,0.008269948,-0.010227739,,,,,,,3.393185076,-0.010227739
15.5,0.067366528,-0.035434904,0,0.027669407,-0.028990084,0.008269948,-0.010227739,,,,,,,3.393185076,-0.010227739
15.5,0.066958981,-0.036336953,0,0.027669407,-0.028990084,0.008269948,-0.010227739,,,,,,,3.393185076,-0.010227739
15.5,0.066261765,-0.03746359,0,0.027669407,-0.028990084,0.008269948,-0.010227739,,,,,,,3.393185076,-0.010227739
15.5,0.065278365,-0.038831361,0,0.027669407,-0.028990084,0.008269948,-0.010227739,,,,,,,3.393185076,-0.010227739
15.5,0.064015143,-0.040455968,0,0.027669407,-0.028990084,0.008269948,-0.010227739,,,,,,,3.393185076,-0.010227739
15.5,0.062481562,-0.042351231,0,0.027669407,-0.028990084,0.008269948,-0.010227739,,,,,,,3.393185076,-0.010227739
15.5,0.060690506,-0.044528267,0,0.032932955,-0.034437268,0.011563243,-0.013671466,,,,,,,3.396478371,-0.013671466
15.5,0.058658308,-0.046994713,0,0.032932955,-0.034437268,0.011563243,-0.013671466,,,,,,,3.396478371,-0.013671466
15.5,0.056404338,-0.049753931,0,0.032932955,-0.034437268,0.011563243,-0.013671466,,,,,,,3.396478371,-0.013671466
15.5,0.053950432,-0.052804354,0,0.032932955,-0.034437268,0.011563243,-0.013671466,,,,,,,3.396478371,-0.013671466
15.6,0.051320525,-0.056139325,0,0.032932955,-0.034437268,0.011563243,-0.013671466,,,,,,,3.396478371,-0.013671466
15.6,0.048540394,-0.059747451,0,0.032932955,-0.034437268,0.011563243,-0.013671466,,,,,,,3.396478371,-0.013671466
15.6,0.045637178,-0.063613154,0,0.032932955,-0.034437268,0.011563243,-0.013671466,,,,,,,3.396478371,-0.013671466
15.6,0.042638781,-0.06771715,0,0.032932955,-0.034437268,0.011563243,-0.013671466,,,,,,,3.396478371,-0.013671466
15.6,0.039573728,-0.072036923,0,0.032932955,-0.034437268,0.011563243,-0.013671466,,,,,,,3.396478371,-0.013671466
15.6,0.036471808,-0.076547328,0,0.032932955,-0.034437268,0.011563243,-0.013671466,,,,,,,3.396478371,-0.013671466
15.6,0.033365214,-0.081221292,0,0.03523603,-0.044283173,0.015086846,-0.018099783,,,,,,,3.400001974,-0.018099783
15.6,0.03028964,-0.086030469,0,0.03523603,-0.044283173,0.015086846,-0.018099783,,,,,,,3.400001974,-0.018099783
15.6,0.027284937,-0.090945886,0,0.03523603,-0.044283173,0.015086846,-0.018099783,,,,,,,3.400001974,-0.018099783
15.6,0.024394979,-0.095938543,0,0.03523603,-0.044283173,0.015086846,-0.018099783,,,,,,,3.400001974,-0.018099783
15.7,0.021666515,-0.100979547,0,0.03523603,-0.044283173,0.015086846,-0.018099783,,,,,,,3.400001974,-0.018099783
15.7,0.019147104,-0.106039609,0,0.03523603,-0.044283173,0.015086846,-0.018099783,,,,,,,3.400001974,-0.018099783
15.7,0.016882639,-0.111088306,0,0.03523603,-0.044283173,0.015086846,-0.018099783,,,,,,,3.400001974,-0.018099783
15.7,0.014914906,-0.116093519,0,0.03523603,-0.044283173,0.015086846,-0.018099783,,,,,,,3.400001974,-0.018099783
15.7,0.013279191,-0.121020928,0,0.03523603,-0.044283173,0.015086846,-0.018099783,,,,,,,3.400001974,-0.018099783
15.7,0.012002041,-0.125833705,0,0.03523603,-0.044283173,0.015086846,-0.018099783,,,,,,,3.400001974,-0.018099783
15.7,0.01109972,-0.130492788,0,0.036329284,-0.058780313,0.018719775,-0.023977814,,,,,,,3.403634903,-0.023977814
15.7,0.010577837,-0.134957798,0,0.036329284,-0.058780313,0.018719775,-0.023977814,,,,,,,3.403634903,-0.023977814
15.7,0.010432176,-0.139188421,0,0.036329284,-0.058780313,0.018719775,-0.023977814,,,,,,,3.403634903,-0.023977814
15.7,0.010650446,-0.143146222,0,0.036329284,-0.058780313,0.018719775,-0.023977814,,,,,,,3.403634903,-0.023977814
15.8,0.01121463,-0.146796593,0,0.036329284,-0.058780313,0.018719775,-0.023977814,,,,,,,3.403634903,-0.023977814
15.8,0.012103363,-0.150110319,0,0.036329284,-0.058780313,0.018719775,-0.023977814,,,,,,,3.403634903,-0.023977814
15.8,0.013293796,-0.153064376,0,0.036329284,-0.058780313,0.018719775,-0.023977814,,,,,,,3.403634903,-0.023977814
15.8,0.01476295,-0.155642081,0,0.036329284,-0.058780313,0.018719775,-0.023977814,,,,,,,3.403634903,-0.023977814
15.8,0.016488706,-0.157832999,0,0.036329284,-0.058780313,0.018719775,-0.023977814,,,,,,,3.403634903,-0.023977814
15.8,0.018450359,-0.159632759,0,0.036329284,-0.058780313,0.018719775,-0.023977814,,,,,,,3.403634903,-0.023977814
15.8,0.020628547,-0.161042523,0,0.039298973,-0.075076708,0.022649672,-0.031485485,,,,,,,3.4075648,-0.031485485
15.8,0.023004507,-0.162067823,0,0.039298973,-0.075076708,0.022649672,-0.031485485,,,,,,,3.4075648,-0.031485485
15.8,0.02555907,-0.16271704,0,0.039298973,-0.075076708,0.022649672,-0.031485485,,,,,,,3.4075648,-0.031485485
15.8,0.028271981,-0.163000113,0,0.039298973,-0.075076708,0.022649672,-0.031485485,,,,,,,3.4075648,-0.031485485
15.9,0.031121815,-0.162927784,0,0.039298973,-0.075076708,0.022649672,-0.031485485,,,,,,,3.4075648,-0.031485485
15.9,0.034086353,-0.162511183,0,0.039298973,-0.075076708,0.022649672,-0.031485485,,,,,,,3.4075648,-0.031485485
15.9,0.037143151,-0.161761595,0,0.039298973,-0.075076708,0.022649672,-0.031485485,,,,,,,3.4075648,-0.031485485
15.9,0.040270048,-0.160690475,0,0.039298973,-0.075076708,0.022649672,-0.031485485,,,,,,,3.4075648,-0.031485485
15.9,0.043445454,-0.159309742,0,0.039298973,-0.075076708,0.022649672,-0.031485485,,,,,,,3.4075648,-0.031485485
15.9,0.046648274,-0.157632162,0,0.039298973,-0.075076708,0.022649672,-0.031485485,,,,,,,3.4075648,-0.031485485
15.9,0.049857524,-0.155671548,0,0.045381042,-0.08975404,0.027187776,-0.040460889,,,,,,,3.412102904,-0.040460889
15.9,0.053051942,-0.153442705,0,0.045381042,-0.08975404,0.027187776,-0.040460889,,,,,,,3.412102904,-0.040460889
15.9,0.056209931,-0.150961185,0,0.045381042,-0.08975404,0.027187776,-0.040460889,,,,,,,3.412102904,-0.040460889
15.9,0.059309978,-0.148242931,0,0.045381042,-0.08975404,0.027187776,-0.040460889,,,,,,,3.412102904,-0.040460889
16,0.062331389,-0.14530371,0,0.045381042,-0.08975404,0.027187776,-0.040460889,,,,,,,3.412102904,-0.040460889
16,0.065254956,-0.14215835,0,0.045381042,-0.08975404,0.027187776,-0.040460889,,,,,,,3.412102904,-0.040460889
16,0.068063409,-0.138820083,0,0.045381042,-0.08975404,0.027187776,-0.040460889,,,,,,,3.412102904,-0.040460889
16,0.07074183,-0.135300371,0,0.045381042,-0.08975404,0.027187776,-0.040460889,,,,,,,3.412102904,-0.040460889
16,0.07327796,-0.131609245,0,0.045381042,-0.08975404,0.027187776,-0.040460889,,,,,,,3.412102904,-0.040460889
16,0.075662131,-0.127755918,0,0.045381042,-0.08975404,0.027187776,-0.040460889,,,,,,,3.412102904,-0.040460889
16,0.077886982,-0.123749447,0,0.05381579,-0.100619801,0.032569355,-0.050522869,,,,,,,3.417484483,-0.050522869
16,0.079947408,-0.119599343,0,0.05381579,-0.100619801,0.032569355,-0.050522869,,,,,,,3.417484483,-0.050522869
16,0.081840781,-0.11531627,0,0.05381579,-0.100619801,0.032569355,-0.050522869,,,,,,,3.417484483,-0.050522869
16,0.083566993,-0.110912642,0,0.05381579,-0.100619801,0.032569355,-0.050522869,,,,,,,3.417484483,-0.050522869
16.1,0.085127969,-0.10640257,0,0.05381579,-0.100619801,0.032569355,-0.050522869,,,,,,,3.417484483,-0.050522869
16.1,0.086526841,-0.101801012,0,0.05381579,-0.100619801,0.032569355,-0.050522869,,,,,,,3.417484483,-0.050522869
16.1,0.087767451,-0.097122844,0,0.05381579,-0.100619801,0.032569355,-0.050522869,,,,,,,3.417484483,-0.050522869
16.1,0.088854458,-0.092382503,0,0.05381579,-0.100619801,0.032569355,-0.050522869,,,,,,,3.417484483,-0.050522869
16.1,0.089793521,-0.087594148,0,0.05381579,-0.100619801,0.032569355,-0.050522869,,,,,,,3.417484483,-0.050522869
16.1,0.090590817,-0.082771891,0,0.05381579,-0.100619801,0.032569355,-0.050522869,,,,,,,3.417484483,-0.050522869
16.1,0.091252007,-0.077929904,0,0.063069868,-0.106724951,0.038876342,-0.061195364,,,,,,,3.42379147,-0.061195364
16.1,0.0917816,-0.073082623,0,0.063069868,-0.106724951,0.038876342,-0.061195364,,,,,,,3.42379147,-0.061195364
16.1,0.092183313,-0.068245255,0,0.063069868,-0.106724951,0.038876342,-0.061195364,,,,,,,3.42379147,-0.061195364
16.1,0.09246113,-0.063434433,0,0.063069868,-0.106724951,0.038876342,-0.061195364,,,,,,,3.42379147,-0.061195364
16.2,0.092620439,-0.058668577,0,0.063069868,-0.106724951,0.038876342,-0.061195364,,,,,,,3.42379147,-0.061195364
16.2,0.092668892,-0.053967725,0,0.063069868,-0.106724951,0.038876342,-0.061195364,,,,,,,3.42379147,-0.061195364
16.2,0.09261697,-0.049352975,0,0.063069868,-0.106724951,0.038876342,-0.061195364,,,,,,,3.42379147,-0.061195364
16.2,0.092478226,-0.044845722,0,0.063069868,-0.106724951,0.038876342,-0.061195364,,,,,,,3.42379147,-0.061195364
16.2,0.092269048,-0.040466849,0,0.063069868,-0.106724951,0.038876342,-0.061195364,,,,,,,3.42379147,-0.061195364
16.2,0.092007857,-0.036235921,0,0.063069868,-0.106724951,0.038876342,-0.061195364,,,,,,,3.42379147,-0.061195364
16.2,0.091714188,-0.032170615,0,0.072142912,-0.108674028,0.046090633,-0.072062767,,,,,,,3.431005761,-0.072062767
16.2,0.091408174,-0.028286679,0,0.072142912,-0.108674028,0.046090633,-0.072062767,,,,,,,3.431005761,-0.072062767
16.2,0.091110309,-0.024598404,0,0.072142912,-0.108674028,0.046090633,-0.072062767,,,,,,,3.431005761,-0.072062767
16.2,0.090841023,-0.021119257,0,0.072142912,-0.108674028,0.046090633,-0.072062767,,,,,,,3.431005761,-0.072062767
16.3,0.090619854,-0.017862276,0,0.072142912,-0.108674028,0.046090633,-0.072062767,,,,,,,3.431005761,-0.072062767
16.3,0.090464572,-0.014840124,0,0.072142912,-0.108674028,0.046090633,-0.072062767,,,,,,,3.431005761,-0.072062767
16.3,0.090390572,-0.01206485,0,0.072142912,-0.108674028,0.046090633,-0.072062767,,,,,,,3.431005761,-0.072062767
16.3,0.090410699,-0.009547312,0,0.072142912,-0.108674028,0.046090633,-0.072062767,,,,,,,3.431005761,-0.072062767
16.3,0.090535471,-0.007296308,0,0.072142912,-0.108674028,0.046090633,-0.072062767,,,,,,,3.431005761,-0.072062767
16.3,0.090773416,-0.005317698,0,0.072142912,-0.108674028,0.046090633,-0.072062767,,,,,,,3.431005761,-0.072062767
16.3,0.091131068,-0.003613688,0,0.081480677,-0.108651788,0.054238701,-0.082927946,,,,,,,3.439153829,-0.082927946
16.3,0.091612591,-0.002182369,0,0.081480677,-0.108651788,0.054238701,-0.082927946,,,,,,,3.439153829,-0.082927946
16.3,0.092219528,-0.001017663,0,0.081480677,-0.108651788,0.054238701,-0.082927946,,,,,,,3.439153829,-0.082927946
16.3,0.092951018,-0.000109722,0,0.081480677,-0.108651788,0.054238701,-0.082927946,,,,,,,3.439153829,-0.082927946
16.4,0.093804287,0.000554514,0,0.081480677,-0.108651788,0.054238701,-0.082927946,,,,,,,3.439153829,-0.082927946
16.4,0.094775109,0.000990902,0,0.081480677,-0.108651788,0.054238701,-0.082927946,,,,,,,3.439153829,-0.082927946
16.4,0.095858254,0.001217729,0,0.081480677,-0.108651788,0.054238701,-0.082927946,,,,,,,3.439153829,-0.082927946
16.4,0.097048159,0.001255011,0,0.081480677,-0.108651788,0.054238701,-0.082927946,,,,,,,3.439153829,-0.082927946
16.4,0.098339645,0.001123457,0,0.081480677,-0.108651788,0.054238701,-0.082927946,,,,,,,3.439153829,-0.082927946
16.4,0.099728288,0.000843551,0,0.081480677,-0.108651788,0.054238701,-0.082927946,,,,,,,3.439153829,-0.082927946
16.4,0.101210262,0.000434976,0,0.092188852,-0.108828398,0.063457586,-0.093810786,,,,,,,3.448372714,-0.093810786
16.4,0.102781855,-8.38E-05,0,0.092188852,-0.108828398,0.063457586,-0.093810786,,,,,,,3.448372714,-0.093810786
16.4,0.10443891,-0.000696096,0,0.092188852,-0.108828398,0.063457586,-0.093810786,,,,,,,3.448372714,-0.093810786
16.4,0.106176275,-0.001387208,0,0.092188852,-0.108828398,0.063457586,-0.093810786,,,,,,,3.448372714,-0.093810786
16.5,0.107987227,-0.002144978,0,0.092188852,-0.108828398,0.063457586,-0.093810786,,,,,,,3.448372714,-0.093810786
16.5,0.10986291,-0.00295987,0,0.092188852,-0.108828398,0.063457586,-0.093810786,,,,,,,3.448372714,-0.093810786
16.5,0.11179203,-0.003825159,0,0.092188852,-0.108828398,0.063457586,-0.093810786,,,,,,,3.448372714,-0.093810786
16.5,0.113760822,-0.004737026,0,0.092188852,-0.108828398,0.063457586,-0.093810786,,,,,,,3.448372714,-0.093810786
16.5,0.115753049,-0.005694326,0,0.092188852,-0.108828398,0.063457586,-0.093810786,,,,,,,3.448372714,-0.093810786
16.5,0.117749818,-0.006698037,0,0.092188852,-0.108828398,0.063457586,-0.093810786,,,,,,,3.448372714,-0.093810786
16.5,0.119729371,-0.007750635,0,0.104800962,-0.11001607,0.073937683,-0.104812393,,,,,,,3.458852811,-0.104812393
16.5,0.121667009,-0.008855479,0,0.104800962,-0.11001607,0.073937683,-0.104812393,,,,,,,3.458852811,-0.104812393
16.5,0.123535133,-0.010016175,0,0.104800962,-0.11001607,0.073937683,-0.104812393,,,,,,,3.458852811,-0.104812393
16.5,0.125303359,-0.011235994,0,0.104800962,-0.11001607,0.073937683,-0.104812393,,,,,,,3.458852811,-0.104812393
16.6,0.126938837,-0.012517449,0,0.104800962,-0.11001607,0.073937683,-0.104812393,,,,,,,3.458852811,-0.104812393
16.6,0.128406806,-0.013862056,0,0.104800962,-0.11001607,0.073937683,-0.104812393,,,,,,,3.458852811,-0.104812393
16.6,0.129671332,-0.015270323,0,0.104800962,-0.11001607,0.073937683,-0.104812393,,,,,,,3.458852811,-0.104812393
16.6,0.130696296,-0.016741964,0,0.104800962,-0.11001607,0.073937683,-0.104812393,,,,,,,3.458852811,-0.104812393
16.6,0.131446825,-0.018276292,0,0.104800962,-0.11001607,0.073937683,-0.104812393,,,,,,,3.458852811,-0.104812393
16.6,0.131891106,-0.019872638,0,0.104800962,-0.11001607,0.073937683,-0.104812393,,,,,,,3.458852811,-0.104812393
16.6,0.13200229,-0.021530789,0,0.117751832,-0.112801543,0.085712866,-0.116092547,,,,,,,3.470627994,-0.116092547
16.6,0.13176027,-0.023251504,0,0.117751832,-0.112801543,0.085712866,-0.116092547,,,,,,,3.470627994,-0.116092547
16.6,0.131153093,-0.025036959,0,0.117751832,-0.112801543,0.085712866,-0.116092547,,,,,,,3.470627994,-0.116092547
16.6,0.130177674,-0.026890918,0,0.117751832,-0.112801543,0.085712866,-0.116092547,,,,,,,3.470627994,-0.116092547
16.7,0.128839727,-0.028818548,0,0.117751832,-0.112801543,0.085712866,-0.116092547,,,,,,,3.470627994,-0.116092547
16.7,0.127153048,-0.030825849,0,0.117751832,-0.112801543,0.085712866,-0.116092547,,,,,,,3.470627994,-0.116092547
16.7,0.125138306,-0.032918626,0,0.117751832,-0.112801543,0.085712866,-0.116092547,,,,,,,3.470627994,-0.116092547
16.7,0.122821669,-0.035101032,0,0.117751832,-0.112801543,0.085712866,-0.116092547,,,,,,,3.470627994,-0.116092547
16.7,0.120233647,-0.037374057,0,0.117751832,-0.112801543,0.085712866,-0.116092547,,,,,,,3.470627994,-0.116092547
16.7,0.117408417,-0.039734476,0,0.117751832,-0.112801543,0.085712866,-0.116092547,,,,,,,3.470627994,-0.116092547
16.7,0.114383825,-0.042174735,0,0.128039922,-0.117919654,0.098516858,-0.127884512,,,,,,,3.483431986,-0.127884512
16.7,0.111201964,-0.044683954,0,0.128039922,-0.117919654,0.098516858,-0.127884512,,,,,,,3.483431986,-0.127884512
16.7,0.107909724,-0.04724964,0,0.128039922,-0.117919654,0.098516858,-0.127884512,,,,,,,3.483431986,-0.127884512
16.7,0.10455858,-0.049859487,0,0.128039922,-0.117919654,0.098516858,-0.127884512,,,,,,,3.483431986,-0.127884512
16.8,0.101203209,-0.05250273,0,0.128039922,-0.117919654,0.098516858,-0.127884512,,,,,,,3.483431986,-0.127884512
16.8,0.097898911,-0.055170731,0,0.128039922,-0.117919654,0.098516858,-0.127884512,,,,,,,3.483431986,-0.127884512
16.8,0.094698313,-0.057856694,0,0.128039922,-0.117919654,0.098516858,-0.127884512,,,,,,,3.483431986,-0.127884512
16.8,0.091648236,-0.060554895,0,0.128039922,-0.117919654,0.098516858,-0.127884512,,,,,,,3.483431986,-0.127884512
16.8,0.088787296,-0.063259943,0,0.128039922,-0.117919654,0.098516858,-0.127884512,,,,,,,3.483431986,-0.127884512
16.8,0.086144336,-0.065966246,0,0.128039922,-0.117919654,0.098516858,-0.127884512,,,,,,,3.483431986,-0.127884512
16.8,0.083737521,-0.068667586,0,0.135762396,-0.125716437,0.112093098,-0.140456156,,,,,,,3.497008226,-0.140456156
16.8,0.081574234,-0.071356822,0,0.135762396,-0.125716437,0.112093098,-0.140456156,,,,,,,3.497008226,-0.140456156
16.8,0.079652129,-0.074025894,0,0.135762396,-0.125716437,0.112093098,-0.140456156,,,,,,,3.497008226,-0.140456156
16.8,0.077961461,-0.07666623,0,0.135762396,-0.125716437,0.112093098,-0.140456156,,,,,,,3.497008226,-0.140456156
16.9,0.076488017,-0.079269431,0,0.135762396,-0.125716437,0.112093098,-0.140456156,,,,,,,3.497008226,-0.140456156
16.9,0.075215691,-0.081827892,0,0.135762396,-0.125716437,0.112093098,-0.140456156,,,,,,,3.497008226,-0.140456156
16.9,0.074128344,-0.084335148,0,0.135762396,-0.125716437,0.112093098,-0.140456156,,,,,,,3.497008226,-0.140456156
16.9,0.073211156,-0.086785962,0,0.135762396,-0.125716437,0.112093098,-0.140456156,,,,,,,3.497008226,-0.140456156
16.9,0.072451636,-0.089176105,0,0.135762396,-0.125716437,0.112093098,-0.140456156,,,,,,,3.497008226,-0.140456156
16.9,0.071840163,-0.091501874,0,0.135762396,-0.125716437,0.112093098,-0.140456156,,,,,,,3.497008226,-0.140456156
16.9,0.071369916,-0.093759469,0,0.142841119,-0.13581916,0.126377209,-0.154038072,,,,,,,3.511292337,-0.154038072
16.9,0.07103619,-0.09594428,0,0.142841119,-0.13581916,0.126377209,-0.154038072,,,,,,,3.511292337,-0.154038072
16.9,0.070835184,-0.098050054,0,0.142841119,-0.13581916,0.126377209,-0.154038072,,,,,,,3.511292337,-0.154038072
16.9,0.070762528,-0.100068048,0,0.142841119,-0.13581916,0.126377209,-0.154038072,,,,,,,3.511292337,-0.154038072
17,0.070811942,-0.101986404,0,0.142841119,-0.13581916,0.126377209,-0.154038072,,,,,,,3.511292337,-0.154038072
17,0.070974277,-0.103789898,0,0.142841119,-0.13581916,0.126377209,-0.154038072,,,,,,,3.511292337,-0.154038072
17,0.071236964,-0.105460036,0,0.142841119,-0.13581916,0.126377209,-0.154038072,,,,,,,3.511292337,-0.154038072
17,0.071583887,-0.106975515,0,0.142841119,-0.13581916,0.126377209,-0.154038072,,,,,,,3.511292337,-0.154038072
17,0.071995665,-0.108313095,0,0.142841119,-0.13581916,0.126377209,-0.154038072,,,,,,,3.511292337,-0.154038072
17,0.072450206,-0.109448761,0,0.142841119,-0.13581916,0.126377209,-0.154038072,,,,,,,3.511292337,-0.154038072
17,0.072923345,-0.110358873,0,0.150274023,-0.146961822,0.141404612,-0.168734254,,,,,,,3.52631974,-0.168734254
17,0.073389295,-0.111021077,0,0.150274023,-0.146961822,0.141404612,-0.168734254,,,,,,,3.52631974,-0.168734254
17,0.073820899,-0.111415008,0,0.150274023,-0.146961822,0.141404612,-0.168734254,,,,,,,3.52631974,-0.168734254
17,0.074189974,-0.111522915,0,0.150274023,-0.146961822,0.141404612,-0.168734254,,,,,,,3.52631974,-0.168734254
17.1,0.074468093,-0.111330326,0,0.150274023,-0.146961822,0.141404612,-0.168734254,,,,,,,3.52631974,-0.168734254
17.1,0.074627882,-0.110826864,0,0.150274023,-0.146961822,0.141404612,-0.168734254,,,,,,,3.52631974,-0.168734254
17.1,0.074644542,-0.110007117,0,0.150274023,-0.146961822,0.141404612,-0.168734254,,,,,,,3.52631974,-0.168734254
17.1,0.074497189,-0.108871338,0,0.150274023,-0.146961822,0.141404612,-0.168734254,,,,,,,3.52631974,-0.168734254
17.1,0.074169706,-0.107425873,0,0.150274023,-0.146961822,0.141404612,-0.168734254,,,,,,,3.52631974,-0.168734254
17.1,0.073651115,-0.105683268,0,0.150274023,-0.146961822,0.141404612,-0.168734254,,,,,,,3.52631974,-0.168734254
17.1,0.072935867,-0.1036621,0,0.157166786,-0.156438865,0.15712129,-0.184378141,,,,,,,3.542036418,-0.184378141
17.1,0.072024373,-0.101386613,0,0.157166786,-0.156438865,0.15712129,-0.184378141,,,,,,,3.542036418,-0.184378141
17.1,0.07092343,-0.098886143,0,0.157166786,-0.156438865,0.15712129,-0.184378141,,,,,,,3.542036418,-0.184378141
17.1,0.069645847,-0.096194123,0,0.157166786,-0.156438865,0.15712129,-0.184378141,,,,,,,3.542036418,-0.184378141
17.2,0.068209416,-0.093346752,0,0.157166786,-0.156438865,0.15712129,-0.184378141,,,,,,,3.542036418,-0.184378141
17.2,0.066635839,-0.090381651,0,0.157166786,-0.156438865,0.15712129,-0.184378141,,,,,,,3.542036418,-0.184378141
17.2,0.064949785,-0.087336682,0,0.157166786,-0.156438865,0.15712129,-0.184378141,,,,,,,3.542036418,-0.184378141
17.2,0.063177836,-0.084248748,0,0.157166786,-0.156438865,0.15712129,-0.184378141,,,,,,,3.542036418,-0.184378141
17.2,0.061347503,-0.081152727,0,0.157166786,-0.156438865,0.15712129,-0.184378141,,,,,,,3.542036418,-0.184378141
17.2,0.059486562,-0.078080867,0,0.157166786,-0.156438865,0.15712129,-0.184378141,,,,,,,3.542036418,-0.184378141
17.2,0.057622896,-0.07506257,0,0.162318932,-0.162968096,0.173353184,-0.20067495,,,,,,,3.558268311,-0.20067495
17.2,0.055784964,-0.072124252,0,0.162318932,-0.162968096,0.173353184,-0.20067495,,,,,,,3.558268311,-0.20067495
17.2,0.054002678,-0.069289245,0,0.162318932,-0.162968096,0.173353184,-0.20067495,,,,,,,3.558268311,-0.20067495
17.2,0.052308005,-0.066577772,0,0.162318932,-0.162968096,0.173353184,-0.20067495,,,,,,,3.558268311,-0.20067495
17.3,0.050734929,-0.064006829,0,0.162318932,-0.162968096,0.173353184,-0.20067495,,,,,,,3.558268311,-0.20067495
17.3,0.049318925,-0.061590052,0,0.162318932,-0.162968096,0.173353184,-0.20067495,,,,,,,3.558268311,-0.20067495
17.3,0.048096091,-0.059337768,0,0.162318932,-0.162968096,0.173353184,-0.20067495,,,,,,,3.558268311,-0.20067495
17.3,0.047101758,-0.057257321,0,0.162318932,-0.162968096,0.173353184,-0.20067495,,,,,,,3.558268311,-0.20067495
17.3,0.046368293,-0.055353544,0,0.162318932,-0.162968096,0.173353184,-0.20067495,,,,,,,3.558268311,-0.20067495
