Lat,Lng,Alt,Acc,Time,Prv,OrgLat,OrgLng,OrgAlt,OrgAcc,Speed,Bearing,AdvPrv,Dly,Dst,AltOfst,Pressure,PressureRef,RefAge,FromBT,Sats,Secs,AccDst,Quality,PDOP,VDOP,HDOP,DGPSAge,DGPSStat,Category,TimeWithTZ,TimeWithMS
33.41724,-111.93161,324,2.48,2019-04-08T19:11:40.000Z,gps,33.41724,-111.93162,324,3.22,1.36,267.6,gps [GPS],00:00:04,5.5,0.0,,,,false,21 / 21,416,578.6,1,0.9,0.7,0.6,-,-,Car,12:11:40 MST,12:11:40.036
33.41724,-111.93167,325,2.48,2019-04-08T19:11:44.000Z,gps,33.41724,-111.93169,325,3.22,1.36,272.1,gps [GPS],00:00:04,5.6,0.0,,,,false,21 / 21,420,584.2,1,0.9,0.7,0.6,-,-,Car,12:11:44 MST,12:11:44.033
33.41724,-111.93174,324,2.48,2019-04-08T19:11:48.000Z,gps,33.41724,-111.93175,324,3.22,1.34,269.9,gps [GPS],00:00:04,5.7,0.0,,,,false,21 / 21,424,589.9,1,0.9,0.7,0.6,-,-,Car,12:11:48 MST,12:11:48.033
33.41725,-111.93180,323,2.48,2019-04-08T19:11:52.000Z,gps,33.41725,-111.93181,323,3.22,1.40,265.7,gps [GPS],00:00:04,5.9,0.0,,,,false,21 / 21,428,595.7,1,0.9,0.7,0.6,-,-,Car,12:11:52 MST,12:11:52.031
33.41725,-111.93187,323,2.48,2019-04-08T19:11:56.000Z,gps,33.41725,-111.93188,323,3.22,1.37,271.1,gps [GPS],00:00:04,6.1,0.0,,,,false,21 / 21,432,601.8,1,0.9,0.7,0.6,-,-,Car,12:11:56 MST,12:11:56.033
33.41725,-111.93193,323,2.48,2019-04-08T19:12:00.000Z,gps,33.41725,-111.93194,323,3.22,1.37,268.9,gps [GPS],00:00:04,6.0,0.0,,,,false,21 / 21,436,607.8,1,0.9,0.7,0.6,-,-,Car,12:12:00 MST,12:12:00.030
33.41724,-111.93199,323,2.48,2019-04-08T19:12:04.000Z,gps,33.41724,-111.93200,323,3.22,1.40,269.5,gps [GPS],00:00:04,5.7,0.0,,,,false,21 / 21,440,613.5,1,0.9,0.7,0.6,-,-,Car,12:12:04 MST,12:12:04.036
33.41725,-111.93205,324,2.48,2019-04-08T19:12:08.000Z,gps,33.41725,-111.93206,324,3.22,1.36,271.0,gps [GPS],00:00:04,5.7,0.0,,,,false,20 / 21,444,619.2,1,0.9,0.7,0.6,-,-,Car,12:12:08 MST,12:12:08.031
33.41725,-111.93211,324,2.48,2019-04-08T19:12:12.000Z,gps,33.41725,-111.93212,324,3.22,1.34,272.4,gps [GPS],00:00:04,5.4,0.0,,,,false,20 / 21,448,624.6,1,0.9,0.7,0.6,-,-,Car,12:12:12 MST,12:12:12.031
33.41726,-111.93217,324,2.48,2019-04-08T19:12:16.000Z,gps,33.41726,-111.93218,324,3.22,1.29,269.9,gps [GPS],00:00:04,5.6,0.0,,,,false,21 / 21,452,630.1,1,0.9,0.7,0.6,-,-,Car,12:12:16 MST,12:12:16.034
33.41726,-111.93223,324,2.48,2019-04-08T19:12:20.000Z,gps,33.41726,-111.93224,324,3.22,1.34,270.8,gps [GPS],00:00:04,5.4,0.0,,,,false,21 / 21,456,635.6,1,0.9,0.7,0.6,-,-,Car,12:12:20 MST,12:12:20.036
33.41726,-111.93228,323,2.48,2019-04-08T19:12:24.000Z,gps,33.41726,-111.93229,323,3.22,1.31,273.2,gps [GPS],00:00:04,5.3,0.0,,,,false,21 / 21,460,640.9,1,0.9,0.7,0.6,-,-,Car,12:12:24 MST,12:12:24.032
33.41726,-111.93235,324,2.48,2019-04-08T19:12:28.000Z,gps,33.41726,-111.93236,324,3.22,1.33,270.1,gps [GPS],00:00:04,5.6,0.0,,,,false,21 / 21,464,646.5,1,0.9,0.7,0.6,-,-,Car,12:12:28 MST,12:12:28.027
33.41726,-111.93240,324,2.48,2019-04-08T19:12:32.000Z,gps,33.41726,-111.93241,324,3.22,1.35,267.8,gps [GPS],00:00:04,5.5,0.0,,,,false,21 / 21,468,652.0,1,0.9,0.7,0.6,-,-,Car,12:12:32 MST,12:12:32.029
33.41726,-111.93246,324,2.48,2019-04-08T19:12:36.000Z,gps,33.41726,-111.93247,324,3.22,1.23,268.4,gps [GPS],00:00:04,5.3,0.0,,,,false,21 / 21,472,657.2,1,0.9,0.7,0.6,-,-,Car,12:12:36 MST,12:12:36.027
33.41726,-111.93251,324,2.48,2019-04-08T19:12:42.000Z,gps,33.41726,-111.93251,324,3.22,0.00,0.0,gps [GPS],00:00:06,4.4,0.0,,,,false,21 / 21,478,661.7,1,0.9,0.7,0.6,-,-,Car,12:12:42 MST,12:12:42.067
