epoch (ms),time (-09:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1550084838181,2019-02-13T12:07:18.181,0.083,0.203,0.086,0.961
1550084838183,2019-02-13T12:07:18.183,0.085,0.206,0.084,0.964
1550084838184,2019-02-13T12:07:18.184,0.086,0.205,0.085,0.963
1550084838184,2019-02-13T12:07:18.184,0.086,0.200,0.086,0.972
1550084838186,2019-02-13T12:07:18.186,0.088,0.203,0.089,0.970
1550084838187,2019-02-13T12:07:18.187,0.089,0.201,0.091,0.971
1550084838188,2019-02-13T12:07:18.188,0.090,0.203,0.086,0.970
1550084838190,2019-02-13T12:07:18.190,0.092,0.204,0.085,0.968
1550084838191,2019-02-13T12:07:18.191,0.093,0.209,0.087,0.967
1550084838193,2019-02-13T12:07:18.193,0.095,0.205,0.086,0.975
1550084838193,2019-02-13T12:07:18.193,0.095,0.208,0.086,0.958
1550084838194,2019-02-13T12:07:18.194,0.096,0.204,0.080,0.970
1550084838196,2019-02-13T12:07:18.196,0.098,0.203,0.085,0.968
1550084838197,2019-02-13T12:07:18.197,0.099,0.200,0.083,0.975
1550084838199,2019-02-13T12:07:18.199,0.101,0.203,0.083,0.965
1550084838200,2019-02-13T12:07:18.200,0.102,0.204,0.087,0.967
1550084838202,2019-02-13T12:07:18.202,0.104,0.203,0.089,0.969
1550084838202,2019-02-13T12:07:18.202,0.104,0.205,0.087,0.969
1550084838203,2019-02-13T12:07:18.203,0.105,0.207,0.088,0.966
1550084838205,2019-02-13T12:07:18.205,0.107,0.204,0.086,0.964
1550084838206,2019-02-13T12:07:18.206,0.108,0.205,0.082,0.971
1550084838207,2019-02-13T12:07:18.207,0.109,0.206,0.084,0.968
1550084838209,2019-02-13T12:07:18.209,0.111,0.207,0.089,0.972
1550084838210,2019-02-13T12:07:18.210,0.112,0.203,0.083,0.970
1550084838210,2019-02-13T12:07:18.210,0.112,0.210,0.085,0.970
1550084838212,2019-02-13T12:07:18.212,0.114,0.207,0.090,0.968
1550084838213,2019-02-13T12:07:18.213,0.115,0.201,0.084,0.969
1550084838215,2019-02-13T12:07:18.215,0.117,0.206,0.086,0.976
1550084838216,2019-02-13T12:07:18.216,0.118,0.204,0.083,0.973
1550084838218,2019-02-13T12:07:18.218,0.120,0.205,0.087,0.969
1550084838218,2019-02-13T12:07:18.218,0.120,0.205,0.086,0.970
1550084838219,2019-02-13T12:07:18.219,0.121,0.207,0.089,0.968
1550084838221,2019-02-13T12:07:18.221,0.123,0.207,0.092,0.975
1550084838222,2019-02-13T12:07:18.222,0.124,0.205,0.094,0.967
1550084838224,2019-02-13T12:07:18.224,0.126,0.208,0.094,0.974
1550084838225,2019-02-13T12:07:18.225,0.127,0.208,0.088,0.972
1550084838227,2019-02-13T12:07:18.227,0.129,0.204,0.088,0.965
1550084838227,2019-02-13T12:07:18.227,0.129,0.202,0.095,0.962
1550084838228,2019-02-13T12:07:18.228,0.130,0.199,0.088,0.967
1550084838229,2019-02-13T12:07:18.229,0.131,0.205,0.090,0.970
1550084838231,2019-02-13T12:07:18.231,0.133,0.205,0.093,0.966
1550084838232,2019-02-13T12:07:18.232,0.134,0.208,0.095,0.966
1550084838234,2019-02-13T12:07:18.234,0.136,0.205,0.097,0.967
1550084838235,2019-02-13T12:07:18.235,0.137,0.199,0.096,0.967
1550084838237,2019-02-13T12:07:18.237,0.139,0.201,0.088,0.965
1550084838237,2019-02-13T12:07:18.237,0.139,0.201,0.095,0.967
1550084838238,2019-02-13T12:07:18.238,0.140,0.208,0.092,0.967
1550084838240,2019-02-13T12:07:18.240,0.142,0.203,0.096,0.965
1550084838241,2019-02-13T12:07:18.241,0.143,0.201,0.093,0.964
1550084838243,2019-02-13T12:07:18.243,0.145,0.205,0.093,0.968
1550084838244,2019-02-13T12:07:18.244,0.146,0.209,0.095,0.969
1550084838244,2019-02-13T12:07:18.244,0.146,0.200,0.096,0.969
1550084838246,2019-02-13T12:07:18.246,0.148,0.200,0.104,0.962
1550084838247,2019-02-13T12:07:18.247,0.149,0.192,0.095,0.961
1550084838249,2019-02-13T12:07:18.249,0.151,0.198,0.096,0.964
1550084838250,2019-02-13T12:07:18.250,0.152,0.198,0.100,0.963
1550084838251,2019-02-13T12:07:18.251,0.153,0.198,0.099,0.971
1550084838253,2019-02-13T12:07:18.253,0.155,0.197,0.094,0.969
1550084838253,2019-02-13T12:07:18.253,0.155,0.203,0.091,0.968
1550084838254,2019-02-13T12:07:18.254,0.156,0.204,0.099,0.967
1550084838256,2019-02-13T12:07:18.256,0.158,0.199,0.098,0.966
1550084838257,2019-02-13T12:07:18.257,0.159,0.203,0.097,0.971
1550084838259,2019-02-13T12:07:18.259,0.161,0.202,0.097,0.969
1550084838260,2019-02-13T12:07:18.260,0.162,0.197,0.098,0.970
1550084838262,2019-02-13T12:07:18.262,0.164,0.200,0.101,0.963
1550084838262,2019-02-13T12:07:18.262,0.164,0.198,0.097,0.967
1550084838263,2019-02-13T12:07:18.263,0.165,0.197,0.099,0.970
1550084838265,2019-02-13T12:07:18.265,0.167,0.194,0.103,0.972
1550084838266,2019-02-13T12:07:18.266,0.168,0.202,0.099,0.970
1550084838268,2019-02-13T12:07:18.268,0.170,0.195,0.095,0.970
1550084838269,2019-02-13T12:07:18.269,0.171,0.197,0.098,0.974
1550084838270,2019-02-13T12:07:18.270,0.172,0.197,0.096,0.972
1550084838270,2019-02-13T12:07:18.270,0.172,0.195,0.099,0.973
1550084838272,2019-02-13T12:07:18.272,0.174,0.193,0.096,0.972
1550084838273,2019-02-13T12:07:18.273,0.175,0.197,0.095,0.968
1550084838275,2019-02-13T12:07:18.275,0.177,0.201,0.094,0.968
1550084838276,2019-02-13T12:07:18.276,0.178,0.203,0.096,0.972
1550084838278,2019-02-13T12:07:18.278,0.180,0.199,0.097,0.971
1550084838279,2019-02-13T12:07:18.279,0.181,0.193,0.098,0.965
1550084838279,2019-02-13T12:07:18.279,0.181,0.194,0.096,0.971
1550084838281,2019-02-13T12:07:18.281,0.183,0.195,0.094,0.965
1550084838282,2019-02-13T12:07:18.282,0.184,0.198,0.093,0.969
1550084838284,2019-02-13T12:07:18.284,0.186,0.197,0.095,0.968
1550084838285,2019-02-13T12:07:18.285,0.187,0.199,0.089,0.968
1550084838287,2019-02-13T12:07:18.287,0.189,0.202,0.090,0.968
1550084838287,2019-02-13T12:07:18.287,0.189,0.199,0.095,0.972
1550084838288,2019-02-13T12:07:18.288,0.190,0.193,0.097,0.970
1550084838290,2019-02-13T12:07:18.290,0.192,0.200,0.098,0.970
1550084838291,2019-02-13T12:07:18.291,0.193,0.204,0.099,0.964
1550084838292,2019-02-13T12:07:18.292,0.194,0.200,0.095,0.964
1550084838294,2019-02-13T12:07:18.294,0.196,0.199,0.097,0.958
1550084838295,2019-02-13T12:07:18.295,0.197,0.198,0.097,0.960
1550084838295,2019-02-13T12:07:18.295,0.197,0.205,0.098,0.964
1550084838297,2019-02-13T12:07:18.297,0.199,0.196,0.100,0.961
1550084838298,2019-02-13T12:07:18.298,0.200,0.200,0.103,0.956
1550084838300,2019-02-13T12:07:18.300,0.202,0.202,0.096,0.963
1550084838301,2019-02-13T12:07:18.301,0.203,0.207,0.092,0.955
1550084838303,2019-02-13T12:07:18.303,0.205,0.204,0.100,0.966
1550084838304,2019-02-13T12:07:18.304,0.206,0.202,0.098,0.959
1550084838304,2019-02-13T12:07:18.304,0.206,0.204,0.098,0.966
1550084838306,2019-02-13T12:07:18.306,0.208,0.204,0.094,0.965
1550084838307,2019-02-13T12:07:18.307,0.209,0.206,0.100,0.962
1550084838309,2019-02-13T12:07:18.309,0.211,0.206,0.105,0.967
1550084838310,2019-02-13T12:07:18.310,0.212,0.206,0.095,0.962
1550084838311,2019-02-13T12:07:18.311,0.213,0.209,0.095,0.965
1550084838313,2019-02-13T12:07:18.313,0.215,0.205,0.094,0.966
1550084838314,2019-02-13T12:07:18.314,0.216,0.200,0.095,0.960
1550084838314,2019-02-13T12:07:18.314,0.216,0.204,0.099,0.974
1550084838316,2019-02-13T12:07:18.316,0.218,0.203,0.095,0.978
1550084838317,2019-02-13T12:07:18.317,0.219,0.203,0.094,0.971
1550084838319,2019-02-13T12:07:18.319,0.221,0.205,0.089,0.977
1550084838320,2019-02-13T12:07:18.320,0.222,0.208,0.090,0.976
1550084838322,2019-02-13T12:07:18.322,0.224,0.203,0.100,0.971
1550084838322,2019-02-13T12:07:18.322,0.224,0.197,0.093,0.979
1550084838323,2019-02-13T12:07:18.323,0.225,0.198,0.097,0.985
1550084838325,2019-02-13T12:07:18.325,0.227,0.198,0.093,0.986
1550084838326,2019-02-13T12:07:18.326,0.228,0.197,0.094,0.981
1550084838328,2019-02-13T12:07:18.328,0.230,0.202,0.095,0.981
1550084838329,2019-02-13T12:07:18.329,0.231,0.198,0.094,0.974
1550084838331,2019-02-13T12:07:18.331,0.233,0.203,0.095,0.978
1550084838331,2019-02-13T12:07:18.331,0.233,0.200,0.095,0.982
1550084838332,2019-02-13T12:07:18.332,0.234,0.203,0.095,0.985
1550084838333,2019-02-13T12:07:18.333,0.235,0.202,0.099,0.980
1550084838335,2019-02-13T12:07:18.335,0.237,0.204,0.098,0.987
1550084838336,2019-02-13T12:07:18.336,0.238,0.197,0.100,0.983
1550084838338,2019-02-13T12:07:18.338,0.240,0.199,0.093,0.978
1550084838339,2019-02-13T12:07:18.339,0.241,0.202,0.091,0.975
1550084838339,2019-02-13T12:07:18.339,0.241,0.197,0.099,0.979
1550084838341,2019-02-13T12:07:18.341,0.243,0.197,0.091,0.985
1550084838342,2019-02-13T12:07:18.342,0.244,0.201,0.094,0.982
1550084838344,2019-02-13T12:07:18.344,0.246,0.202,0.092,0.988
1550084838345,2019-02-13T12:07:18.345,0.247,0.202,0.094,0.985
1550084838347,2019-02-13T12:07:18.347,0.249,0.193,0.095,0.989
1550084838348,2019-02-13T12:07:18.348,0.250,0.196,0.093,0.985
1550084838348,2019-02-13T12:07:18.348,0.250,0.197,0.092,0.982
1550084838350,2019-02-13T12:07:18.350,0.252,0.200,0.096,0.985
1550084838351,2019-02-13T12:07:18.351,0.253,0.194,0.095,0.985
1550084838353,2019-02-13T12:07:18.353,0.255,0.198,0.099,0.989
1550084838354,2019-02-13T12:07:18.354,0.256,0.201,0.095,0.988
1550084838355,2019-02-13T12:07:18.355,0.257,0.200,0.100,0.981
1550084838357,2019-02-13T12:07:18.357,0.259,0.201,0.096,0.985
1550084838357,2019-02-13T12:07:18.357,0.259,0.201,0.092,0.986
1550084838358,2019-02-13T12:07:18.358,0.260,0.201,0.089,0.983
1550084838360,2019-02-13T12:07:18.360,0.262,0.202,0.099,0.983
1550084838361,2019-02-13T12:07:18.361,0.263,0.202,0.092,0.977
1550084838363,2019-02-13T12:07:18.363,0.265,0.200,0.094,0.984
1550084838364,2019-02-13T12:07:18.364,0.266,0.206,0.093,0.984
1550084838364,2019-02-13T12:07:18.364,0.266,0.198,0.093,0.980
1550084838366,2019-02-13T12:07:18.366,0.268,0.204,0.093,0.984
1550084838367,2019-02-13T12:07:18.367,0.269,0.207,0.092,0.982
1550084838369,2019-02-13T12:07:18.369,0.271,0.205,0.092,0.982
1550084838370,2019-02-13T12:07:18.370,0.272,0.203,0.094,0.980
1550084838372,2019-02-13T12:07:18.372,0.274,0.209,0.094,0.974
1550084838373,2019-02-13T12:07:18.373,0.275,0.204,0.093,0.983
1550084838373,2019-02-13T12:07:18.373,0.275,0.207,0.093,0.988
1550084838374,2019-02-13T12:07:18.374,0.276,0.207,0.090,0.983
1550084838376,2019-02-13T12:07:18.376,0.278,0.208,0.095,0.981
1550084838377,2019-02-13T12:07:18.377,0.279,0.206,0.091,0.983
1550084838379,2019-02-13T12:07:18.379,0.281,0.204,0.091,0.972
1550084838380,2019-02-13T12:07:18.380,0.282,0.205,0.093,0.983
1550084838382,2019-02-13T12:07:18.382,0.284,0.208,0.091,0.983
1550084838382,2019-02-13T12:07:18.382,0.284,0.209,0.092,0.976
1550084838383,2019-02-13T12:07:18.383,0.285,0.206,0.092,0.980
1550084838385,2019-02-13T12:07:18.385,0.287,0.207,0.091,0.984
1550084838386,2019-02-13T12:07:18.386,0.288,0.207,0.089,0.980
1550084838388,2019-02-13T12:07:18.388,0.290,0.213,0.092,0.977
1550084838389,2019-02-13T12:07:18.389,0.291,0.211,0.090,0.987
1550084838391,2019-02-13T12:07:18.391,0.293,0.208,0.092,0.984
1550084838391,2019-02-13T12:07:18.391,0.293,0.211,0.094,0.979
1550084838392,2019-02-13T12:07:18.392,0.294,0.208,0.095,0.983
1550084838394,2019-02-13T12:07:18.394,0.296,0.209,0.095,0.981
1550084838395,2019-02-13T12:07:18.395,0.297,0.205,0.095,0.974
1550084838396,2019-02-13T12:07:18.396,0.298,0.207,0.094,0.974
1550084838398,2019-02-13T12:07:18.398,0.300,0.211,0.093,0.976
1550084838399,2019-02-13T12:07:18.399,0.301,0.212,0.092,0.982
1550084838399,2019-02-13T12:07:18.399,0.301,0.210,0.091,0.978
1550084838401,2019-02-13T12:07:18.401,0.303,0.209,0.090,0.979
1550084838402,2019-02-13T12:07:18.402,0.304,0.210,0.087,0.985
1550084838404,2019-02-13T12:07:18.404,0.306,0.210,0.090,0.980
1550084838405,2019-02-13T12:07:18.405,0.307,0.201,0.091,0.979
1550084838407,2019-02-13T12:07:18.407,0.309,0.208,0.091,0.975
1550084838408,2019-02-13T12:07:18.408,0.310,0.205,0.092,0.974
1550084838408,2019-02-13T12:07:18.408,0.310,0.204,0.090,0.978
1550084838410,2019-02-13T12:07:18.410,0.312,0.212,0.088,0.978
1550084838411,2019-02-13T12:07:18.411,0.313,0.208,0.091,0.985
1550084838413,2019-02-13T12:07:18.413,0.315,0.210,0.093,0.972
1550084838414,2019-02-13T12:07:18.414,0.316,0.207,0.087,0.974
1550084838415,2019-02-13T12:07:18.415,0.317,0.203,0.086,0.976
1550084838417,2019-02-13T12:07:18.417,0.319,0.204,0.091,0.973
1550084838417,2019-02-13T12:07:18.417,0.319,0.211,0.096,0.976
1550084838418,2019-02-13T12:07:18.418,0.320,0.207,0.098,0.977
1550084838420,2019-02-13T12:07:18.420,0.322,0.207,0.096,0.981
1550084838421,2019-02-13T12:07:18.421,0.323,0.211,0.097,0.981
1550084838423,2019-02-13T12:07:18.423,0.325,0.205,0.099,0.972
1550084838424,2019-02-13T12:07:18.424,0.326,0.206,0.099,0.974
1550084838426,2019-02-13T12:07:18.426,0.328,0.210,0.094,0.977
1550084838426,2019-02-13T12:07:18.426,0.328,0.208,0.099,0.976
1550084838427,2019-02-13T12:07:18.427,0.329,0.204,0.097,0.977
1550084838429,2019-02-13T12:07:18.429,0.331,0.204,0.094,0.985
1550084838430,2019-02-13T12:07:18.430,0.332,0.206,0.096,0.975
1550084838432,2019-02-13T12:07:18.432,0.334,0.203,0.103,0.979
1550084838433,2019-02-13T12:07:18.433,0.335,0.201,0.097,0.979
1550084838435,2019-02-13T12:07:18.435,0.337,0.207,0.096,0.978
1550084838435,2019-02-13T12:07:18.435,0.337,0.204,0.097,0.984
1550084838436,2019-02-13T12:07:18.436,0.338,0.202,0.091,0.986
1550084838437,2019-02-13T12:07:18.437,0.339,0.202,0.094,0.980
1550084838439,2019-02-13T12:07:18.439,0.341,0.201,0.099,0.977
1550084838440,2019-02-13T12:07:18.440,0.342,0.205,0.097,0.982
1550084838442,2019-02-13T12:07:18.442,0.344,0.207,0.096,0.979
1550084838442,2019-02-13T12:07:18.442,0.344,0.198,0.096,0.984
1550084838443,2019-02-13T12:07:18.443,0.345,0.204,0.096,0.988
1550084838445,2019-02-13T12:07:18.445,0.347,0.203,0.094,0.981
1550084838446,2019-02-13T12:07:18.446,0.348,0.198,0.097,0.984
1550084838448,2019-02-13T12:07:18.448,0.350,0.198,0.094,0.983
1550084838449,2019-02-13T12:07:18.449,0.351,0.197,0.099,0.982
1550084838451,2019-02-13T12:07:18.451,0.353,0.204,0.088,0.985
1550084838451,2019-02-13T12:07:18.451,0.353,0.195,0.092,0.987
1550084838452,2019-02-13T12:07:18.452,0.354,0.204,0.092,0.983
1550084838454,2019-02-13T12:07:18.454,0.356,0.203,0.086,0.981
1550084838455,2019-02-13T12:07:18.455,0.357,0.205,0.092,0.984
1550084838457,2019-02-13T12:07:18.457,0.359,0.201,0.091,0.990
1550084838458,2019-02-13T12:07:18.458,0.360,0.209,0.093,0.985
1550084838459,2019-02-13T12:07:18.459,0.361,0.208,0.095,0.987
1550084838459,2019-02-13T12:07:18.459,0.361,0.208,0.091,0.982
1550084838461,2019-02-13T12:07:18.461,0.363,0.206,0.089,0.983
1550084838462,2019-02-13T12:07:18.462,0.364,0.208,0.092,0.991
1550084838464,2019-02-13T12:07:18.464,0.366,0.210,0.096,0.984
1550084838465,2019-02-13T12:07:18.465,0.367,0.201,0.095,0.985
1550084838467,2019-02-13T12:07:18.467,0.369,0.205,0.092,0.985
1550084838468,2019-02-13T12:07:18.468,0.370,0.207,0.095,0.988
1550084838468,2019-02-13T12:07:18.468,0.370,0.204,0.094,0.988
1550084838470,2019-02-13T12:07:18.470,0.372,0.202,0.094,0.988
1550084838471,2019-02-13T12:07:18.471,0.373,0.200,0.099,0.984
1550084838473,2019-02-13T12:07:18.473,0.375,0.210,0.095,0.984
1550084838474,2019-02-13T12:07:18.474,0.376,0.206,0.094,0.988
1550084838476,2019-02-13T12:07:18.476,0.378,0.208,0.093,0.987
1550084838477,2019-02-13T12:07:18.477,0.379,0.207,0.089,0.986
1550084838477,2019-02-13T12:07:18.477,0.379,0.203,0.094,0.984
1550084838478,2019-02-13T12:07:18.478,0.380,0.202,0.094,0.981
1550084838480,2019-02-13T12:07:18.480,0.382,0.207,0.096,0.986
1550084838481,2019-02-13T12:07:18.481,0.383,0.203,0.092,0.980
1550084838483,2019-02-13T12:07:18.483,0.385,0.203,0.089,0.981
1550084838484,2019-02-13T12:07:18.484,0.386,0.205,0.092,0.986
1550084838486,2019-02-13T12:07:18.486,0.388,0.202,0.090,0.987
1550084838486,2019-02-13T12:07:18.486,0.388,0.206,0.091,0.983
1550084838487,2019-02-13T12:07:18.487,0.389,0.201,0.091,0.979
1550084838489,2019-02-13T12:07:18.489,0.391,0.203,0.087,0.982
1550084838490,2019-02-13T12:07:18.490,0.392,0.205,0.093,0.986
1550084838492,2019-02-13T12:07:18.492,0.394,0.203,0.089,0.974
1550084838493,2019-02-13T12:07:18.493,0.395,0.203,0.090,0.984
1550084838495,2019-02-13T12:07:18.495,0.397,0.203,0.090,0.986
1550084838495,2019-02-13T12:07:18.495,0.397,0.201,0.091,0.973
1550084838496,2019-02-13T12:07:18.496,0.398,0.202,0.096,0.973
1550084838498,2019-02-13T12:07:18.498,0.400,0.201,0.094,0.975
1550084838499,2019-02-13T12:07:18.499,0.401,0.204,0.091,0.975
1550084838500,2019-02-13T12:07:18.500,0.402,0.204,0.094,0.969
1550084838502,2019-02-13T12:07:18.502,0.404,0.201,0.094,0.965
1550084838503,2019-02-13T12:07:18.503,0.405,0.206,0.093,0.978
1550084838503,2019-02-13T12:07:18.503,0.405,0.206,0.099,0.971
1550084838505,2019-02-13T12:07:18.505,0.407,0.205,0.092,0.971
1550084838506,2019-02-13T12:07:18.506,0.408,0.205,0.089,0.967
1550084838508,2019-02-13T12:07:18.508,0.410,0.205,0.094,0.965
1550084838509,2019-02-13T12:07:18.509,0.411,0.206,0.092,0.970
1550084838511,2019-02-13T12:07:18.511,0.413,0.205,0.093,0.961
1550084838511,2019-02-13T12:07:18.511,0.413,0.204,0.090,0.966
1550084838514,2019-02-13T12:07:18.514,0.416,0.206,0.088,0.967
1550084838514,2019-02-13T12:07:18.514,0.416,0.202,0.096,0.963
1550084838515,2019-02-13T12:07:18.515,0.417,0.209,0.090,0.966
1550084838517,2019-02-13T12:07:18.517,0.419,0.206,0.089,0.961
1550084838518,2019-02-13T12:07:18.518,0.420,0.207,0.094,0.966
1550084838519,2019-02-13T12:07:18.519,0.421,0.202,0.094,0.961
1550084838519,2019-02-13T12:07:18.519,0.421,0.201,0.096,0.963
1550084838521,2019-02-13T12:07:18.521,0.423,0.205,0.092,0.959
1550084838522,2019-02-13T12:07:18.522,0.424,0.205,0.092,0.965
1550084838524,2019-02-13T12:07:18.524,0.426,0.202,0.095,0.966
1550084838525,2019-02-13T12:07:18.525,0.427,0.204,0.091,0.964
1550084838527,2019-02-13T12:07:18.527,0.429,0.197,0.096,0.963
1550084838528,2019-02-13T12:07:18.528,0.430,0.203,0.091,0.966
1550084838528,2019-02-13T12:07:18.528,0.430,0.202,0.091,0.968
1550084838530,2019-02-13T12:07:18.530,0.432,0.201,0.092,0.962
1550084838531,2019-02-13T12:07:18.531,0.433,0.195,0.097,0.965
1550084838533,2019-02-13T12:07:18.533,0.435,0.202,0.099,0.969
1550084838534,2019-02-13T12:07:18.534,0.436,0.195,0.096,0.967
1550084838536,2019-02-13T12:07:18.536,0.438,0.202,0.092,0.966
1550084838537,2019-02-13T12:07:18.537,0.439,0.206,0.097,0.968
1550084838537,2019-02-13T12:07:18.537,0.439,0.207,0.091,0.971
1550084838539,2019-02-13T12:07:18.539,0.441,0.199,0.095,0.957
1550084838540,2019-02-13T12:07:18.540,0.442,0.199,0.098,0.957
1550084838541,2019-02-13T12:07:18.541,0.443,0.204,0.094,0.963
1550084838543,2019-02-13T12:07:18.543,0.445,0.201,0.095,0.964
1550084838544,2019-02-13T12:07:18.544,0.446,0.196,0.092,0.960
1550084838546,2019-02-13T12:07:18.546,0.448,0.205,0.098,0.964
1550084838546,2019-02-13T12:07:18.546,0.448,0.202,0.095,0.966
1550084838547,2019-02-13T12:07:18.547,0.449,0.200,0.100,0.969
1550084838549,2019-02-13T12:07:18.549,0.451,0.201,0.096,0.963
1550084838550,2019-02-13T12:07:18.550,0.452,0.196,0.093,0.963
1550084838552,2019-02-13T12:07:18.552,0.454,0.203,0.094,0.966
1550084838553,2019-02-13T12:07:18.553,0.455,0.199,0.095,0.967
1550084838555,2019-02-13T12:07:18.555,0.457,0.201,0.091,0.969
1550084838555,2019-02-13T12:07:18.555,0.457,0.195,0.097,0.966
1550084838556,2019-02-13T12:07:18.556,0.458,0.195,0.096,0.960
1550084838558,2019-02-13T12:07:18.558,0.460,0.203,0.093,0.967
1550084838559,2019-02-13T12:07:18.559,0.461,0.193,0.097,0.970
1550084838561,2019-02-13T12:07:18.561,0.463,0.200,0.098,0.968
1550084838562,2019-02-13T12:07:18.562,0.464,0.197,0.096,0.967
1550084838563,2019-02-13T12:07:18.563,0.465,0.198,0.096,0.970
1550084838563,2019-02-13T12:07:18.563,0.465,0.196,0.098,0.967
1550084838565,2019-02-13T12:07:18.565,0.467,0.197,0.101,0.963
1550084838566,2019-02-13T12:07:18.566,0.468,0.199,0.099,0.971
