epoch (ms),time (-09:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1550085147853,2019-02-13T12:12:27.853,0.155,0.651,0.026,0.759
1550085147855,2019-02-13T12:12:27.855,0.157,0.652,0.025,0.757
1550085147856,2019-02-13T12:12:27.856,0.158,0.648,0.029,0.757
1550085147858,2019-02-13T12:12:27.858,0.160,0.654,0.030,0.759
1550085147859,2019-02-13T12:12:27.859,0.161,0.662,0.034,0.749
1550085147861,2019-02-13T12:12:27.861,0.163,0.654,0.034,0.763
1550085147862,2019-02-13T12:12:27.862,0.164,0.651,0.033,0.743
1550085147864,2019-02-13T12:12:27.864,0.166,0.651,0.033,0.753
1550085147864,2019-02-13T12:12:27.864,0.166,0.654,0.027,0.754
1550085147865,2019-02-13T12:12:27.865,0.167,0.650,0.033,0.759
1550085147866,2019-02-13T12:12:27.866,0.168,0.650,0.036,0.749
1550085147868,2019-02-13T12:12:27.868,0.170,0.650,0.034,0.753
1550085147869,2019-02-13T12:12:27.869,0.171,0.654,0.029,0.750
1550085147869,2019-02-13T12:12:27.869,0.171,0.649,0.034,0.755
1550085147871,2019-02-13T12:12:27.871,0.173,0.643,0.037,0.752
1550085147872,2019-02-13T12:12:27.872,0.174,0.648,0.030,0.756
1550085147874,2019-02-13T12:12:27.874,0.176,0.645,0.027,0.754
1550085147875,2019-02-13T12:12:27.875,0.177,0.643,0.033,0.754
1550085147877,2019-02-13T12:12:27.877,0.179,0.643,0.034,0.753
1550085147878,2019-02-13T12:12:27.878,0.180,0.649,0.035,0.754
1550085147878,2019-02-13T12:12:27.878,0.180,0.640,0.036,0.751
1550085147880,2019-02-13T12:12:27.880,0.182,0.636,0.035,0.753
1550085147881,2019-02-13T12:12:27.881,0.183,0.639,0.035,0.748
1550085147883,2019-02-13T12:12:27.883,0.185,0.637,0.031,0.755
1550085147884,2019-02-13T12:12:27.884,0.186,0.633,0.038,0.757
1550085147886,2019-02-13T12:12:27.886,0.188,0.639,0.030,0.758
1550085147887,2019-02-13T12:12:27.887,0.189,0.641,0.033,0.761
1550085147887,2019-02-13T12:12:27.887,0.189,0.634,0.038,0.758
1550085147888,2019-02-13T12:12:27.888,0.190,0.635,0.035,0.762
1550085147890,2019-02-13T12:12:27.890,0.192,0.633,0.034,0.759
1550085147891,2019-02-13T12:12:27.891,0.193,0.635,0.039,0.758
1550085147893,2019-02-13T12:12:27.893,0.195,0.630,0.036,0.759
1550085147894,2019-02-13T12:12:27.894,0.196,0.635,0.041,0.756
1550085147896,2019-02-13T12:12:27.896,0.198,0.635,0.037,0.760
1550085147897,2019-02-13T12:12:27.897,0.199,0.636,0.038,0.757
1550085147897,2019-02-13T12:12:27.897,0.199,0.638,0.039,0.763
1550085147899,2019-02-13T12:12:27.899,0.201,0.642,0.039,0.757
1550085147900,2019-02-13T12:12:27.900,0.202,0.635,0.039,0.762
1550085147902,2019-02-13T12:12:27.902,0.204,0.635,0.037,0.761
1550085147903,2019-02-13T12:12:27.903,0.205,0.630,0.038,0.765
1550085147905,2019-02-13T12:12:27.905,0.207,0.639,0.035,0.760
1550085147905,2019-02-13T12:12:27.905,0.207,0.640,0.040,0.758
1550085147906,2019-02-13T12:12:27.906,0.208,0.640,0.038,0.761
1550085147907,2019-02-13T12:12:27.907,0.209,0.640,0.042,0.763
1550085147909,2019-02-13T12:12:27.909,0.211,0.637,0.039,0.763
1550085147910,2019-02-13T12:12:27.910,0.212,0.637,0.042,0.761
1550085147912,2019-02-13T12:12:27.912,0.214,0.636,0.038,0.762
1550085147913,2019-02-13T12:12:27.913,0.215,0.639,0.036,0.769
1550085147913,2019-02-13T12:12:27.913,0.215,0.640,0.043,0.762
1550085147915,2019-02-13T12:12:27.915,0.217,0.643,0.042,0.765
1550085147916,2019-02-13T12:12:27.916,0.218,0.643,0.039,0.765
1550085147918,2019-02-13T12:12:27.918,0.220,0.633,0.042,0.764
1550085147919,2019-02-13T12:12:27.919,0.221,0.632,0.037,0.764
1550085147921,2019-02-13T12:12:27.921,0.223,0.638,0.036,0.769
1550085147922,2019-02-13T12:12:27.922,0.224,0.636,0.038,0.771
1550085147922,2019-02-13T12:12:27.922,0.224,0.634,0.032,0.762
1550085147924,2019-02-13T12:12:27.924,0.226,0.640,0.038,0.770
1550085147925,2019-02-13T12:12:27.925,0.227,0.639,0.039,0.766
1550085147927,2019-02-13T12:12:27.927,0.229,0.635,0.036,0.769
1550085147928,2019-02-13T12:12:27.928,0.230,0.634,0.032,0.766
1550085147929,2019-02-13T12:12:27.929,0.231,0.633,0.036,0.764
1550085147929,2019-02-13T12:12:27.929,0.231,0.637,0.038,0.764
1550085147931,2019-02-13T12:12:27.931,0.233,0.636,0.035,0.762
1550085147932,2019-02-13T12:12:27.932,0.234,0.632,0.035,0.772
1550085147934,2019-02-13T12:12:27.934,0.236,0.637,0.039,0.766
1550085147935,2019-02-13T12:12:27.935,0.237,0.644,0.036,0.764
1550085147937,2019-02-13T12:12:27.937,0.239,0.639,0.033,0.764
1550085147938,2019-02-13T12:12:27.938,0.240,0.633,0.031,0.761
1550085147938,2019-02-13T12:12:27.938,0.240,0.635,0.029,0.769
1550085147941,2019-02-13T12:12:27.941,0.243,0.636,0.030,0.770
1550085147941,2019-02-13T12:12:27.941,0.243,0.628,0.031,0.764
1550085147943,2019-02-13T12:12:27.943,0.245,0.630,0.031,0.764
1550085147944,2019-02-13T12:12:27.944,0.246,0.636,0.027,0.760
1550085147946,2019-02-13T12:12:27.946,0.248,0.636,0.031,0.756
1550085147947,2019-02-13T12:12:27.947,0.249,0.627,0.027,0.761
1550085147947,2019-02-13T12:12:27.947,0.249,0.631,0.027,0.757
1550085147948,2019-02-13T12:12:27.948,0.250,0.630,0.029,0.765
1550085147950,2019-02-13T12:12:27.950,0.252,0.627,0.024,0.761
1550085147951,2019-02-13T12:12:27.951,0.253,0.631,0.026,0.759
1550085147953,2019-02-13T12:12:27.953,0.255,0.629,0.024,0.762
1550085147954,2019-02-13T12:12:27.954,0.256,0.628,0.026,0.761
1550085147956,2019-02-13T12:12:27.956,0.258,0.629,0.023,0.763
1550085147956,2019-02-13T12:12:27.956,0.258,0.626,0.024,0.765
1550085147957,2019-02-13T12:12:27.957,0.259,0.624,0.023,0.758
1550085147959,2019-02-13T12:12:27.959,0.261,0.631,0.025,0.759
1550085147960,2019-02-13T12:12:27.960,0.262,0.628,0.024,0.756
1550085147962,2019-02-13T12:12:27.962,0.264,0.631,0.019,0.761
1550085147963,2019-02-13T12:12:27.963,0.265,0.631,0.020,0.758
1550085147965,2019-02-13T12:12:27.965,0.267,0.634,0.020,0.760
1550085147965,2019-02-13T12:12:27.965,0.267,0.637,0.014,0.756
1550085147966,2019-02-13T12:12:27.966,0.268,0.628,0.021,0.764
1550085147968,2019-02-13T12:12:27.968,0.270,0.627,0.021,0.758
1550085147969,2019-02-13T12:12:27.969,0.271,0.628,0.023,0.750
1550085147970,2019-02-13T12:12:27.970,0.272,0.634,0.020,0.762
1550085147972,2019-02-13T12:12:27.972,0.274,0.636,0.017,0.758
1550085147973,2019-02-13T12:12:27.973,0.275,0.633,0.026,0.756
1550085147973,2019-02-13T12:12:27.973,0.275,0.634,0.026,0.748
1550085147975,2019-02-13T12:12:27.975,0.277,0.630,0.021,0.755
1550085147976,2019-02-13T12:12:27.976,0.278,0.637,0.024,0.756
1550085147978,2019-02-13T12:12:27.978,0.280,0.633,0.025,0.753
1550085147979,2019-02-13T12:12:27.979,0.281,0.641,0.022,0.759
1550085147981,2019-02-13T12:12:27.981,0.283,0.638,0.030,0.757
1550085147982,2019-02-13T12:12:27.982,0.284,0.640,0.030,0.758
1550085147982,2019-02-13T12:12:27.982,0.284,0.643,0.029,0.758
1550085147984,2019-02-13T12:12:27.984,0.286,0.638,0.026,0.760
1550085147985,2019-02-13T12:12:27.985,0.287,0.637,0.028,0.751
1550085147987,2019-02-13T12:12:27.987,0.289,0.641,0.028,0.752
1550085147988,2019-02-13T12:12:27.988,0.290,0.642,0.031,0.748
1550085147990,2019-02-13T12:12:27.990,0.292,0.637,0.033,0.750
1550085147990,2019-02-13T12:12:27.990,0.292,0.635,0.034,0.754
1550085147991,2019-02-13T12:12:27.991,0.293,0.638,0.029,0.755
1550085147992,2019-02-13T12:12:27.992,0.294,0.638,0.029,0.750
1550085147994,2019-02-13T12:12:27.994,0.296,0.640,0.033,0.754
1550085147995,2019-02-13T12:12:27.995,0.297,0.637,0.035,0.758
1550085147997,2019-02-13T12:12:27.997,0.299,0.639,0.033,0.756
1550085147998,2019-02-13T12:12:27.998,0.300,0.636,0.033,0.755
1550085147998,2019-02-13T12:12:27.998,0.300,0.638,0.030,0.761
1550085148000,2019-02-13T12:12:28.000,0.302,0.633,0.031,0.754
1550085148001,2019-02-13T12:12:28.001,0.303,0.634,0.035,0.758
1550085148003,2019-02-13T12:12:28.003,0.305,0.638,0.033,0.751
1550085148004,2019-02-13T12:12:28.004,0.306,0.632,0.041,0.753
1550085148006,2019-02-13T12:12:28.006,0.308,0.629,0.037,0.749
1550085148007,2019-02-13T12:12:28.007,0.309,0.633,0.035,0.751
1550085148007,2019-02-13T12:12:28.007,0.309,0.632,0.036,0.748
1550085148009,2019-02-13T12:12:28.009,0.311,0.633,0.035,0.754
1550085148010,2019-02-13T12:12:28.010,0.312,0.632,0.035,0.758
1550085148011,2019-02-13T12:12:28.011,0.313,0.634,0.031,0.750
1550085148013,2019-02-13T12:12:28.013,0.315,0.631,0.035,0.746
1550085148014,2019-02-13T12:12:28.014,0.316,0.630,0.039,0.748
1550085148016,2019-02-13T12:12:28.016,0.318,0.630,0.038,0.748
1550085148016,2019-02-13T12:12:28.016,0.318,0.630,0.041,0.749
1550085148017,2019-02-13T12:12:28.017,0.319,0.630,0.044,0.750
1550085148019,2019-02-13T12:12:28.019,0.321,0.629,0.042,0.745
1550085148020,2019-02-13T12:12:28.020,0.322,0.630,0.042,0.746
1550085148022,2019-02-13T12:12:28.022,0.324,0.626,0.038,0.747
1550085148023,2019-02-13T12:12:28.023,0.325,0.624,0.035,0.737
1550085148025,2019-02-13T12:12:28.025,0.327,0.630,0.042,0.745
1550085148025,2019-02-13T12:12:28.025,0.327,0.622,0.042,0.742
1550085148026,2019-02-13T12:12:28.026,0.328,0.628,0.036,0.740
1550085148028,2019-02-13T12:12:28.028,0.330,0.623,0.037,0.738
1550085148029,2019-02-13T12:12:28.029,0.331,0.623,0.038,0.740
1550085148031,2019-02-13T12:12:28.031,0.333,0.622,0.038,0.739
1550085148032,2019-02-13T12:12:28.032,0.334,0.621,0.041,0.745
1550085148033,2019-02-13T12:12:28.033,0.335,0.620,0.046,0.746
1550085148033,2019-02-13T12:12:28.033,0.335,0.622,0.038,0.741
1550085148035,2019-02-13T12:12:28.035,0.337,0.623,0.042,0.743
1550085148036,2019-02-13T12:12:28.036,0.338,0.621,0.038,0.747
1550085148038,2019-02-13T12:12:28.038,0.340,0.621,0.044,0.747
1550085148039,2019-02-13T12:12:28.039,0.341,0.625,0.042,0.744
1550085148041,2019-02-13T12:12:28.041,0.343,0.630,0.044,0.740
1550085148042,2019-02-13T12:12:28.042,0.344,0.630,0.044,0.742
1550085148042,2019-02-13T12:12:28.042,0.344,0.628,0.045,0.742
1550085148044,2019-02-13T12:12:28.044,0.346,0.635,0.045,0.743
1550085148045,2019-02-13T12:12:28.045,0.347,0.629,0.043,0.743
1550085148047,2019-02-13T12:12:28.047,0.349,0.632,0.045,0.750
1550085148048,2019-02-13T12:12:28.048,0.350,0.637,0.045,0.753
1550085148050,2019-02-13T12:12:28.050,0.352,0.628,0.048,0.745
1550085148051,2019-02-13T12:12:28.051,0.353,0.629,0.044,0.741
1550085148051,2019-02-13T12:12:28.051,0.353,0.640,0.043,0.752
1550085148053,2019-02-13T12:12:28.053,0.355,0.640,0.049,0.748
1550085148054,2019-02-13T12:12:28.054,0.356,0.637,0.045,0.749
1550085148055,2019-02-13T12:12:28.055,0.357,0.640,0.048,0.752
1550085148057,2019-02-13T12:12:28.057,0.359,0.636,0.046,0.753
1550085148058,2019-02-13T12:12:28.058,0.360,0.638,0.045,0.751
1550085148058,2019-02-13T12:12:28.058,0.360,0.647,0.049,0.752
1550085148060,2019-02-13T12:12:28.060,0.362,0.652,0.055,0.754
1550085148061,2019-02-13T12:12:28.061,0.363,0.647,0.047,0.754
1550085148063,2019-02-13T12:12:28.063,0.365,0.644,0.051,0.755
1550085148064,2019-02-13T12:12:28.064,0.366,0.647,0.052,0.757
1550085148066,2019-02-13T12:12:28.066,0.368,0.650,0.052,0.757
1550085148067,2019-02-13T12:12:28.067,0.369,0.645,0.055,0.765
1550085148067,2019-02-13T12:12:28.067,0.369,0.644,0.048,0.758
1550085148069,2019-02-13T12:12:28.069,0.371,0.644,0.052,0.759
1550085148070,2019-02-13T12:12:28.070,0.372,0.648,0.052,0.762
1550085148072,2019-02-13T12:12:28.072,0.374,0.652,0.054,0.759
1550085148073,2019-02-13T12:12:28.073,0.375,0.655,0.050,0.762
1550085148074,2019-02-13T12:12:28.074,0.376,0.653,0.049,0.770
1550085148076,2019-02-13T12:12:28.076,0.378,0.652,0.047,0.767
1550085148076,2019-02-13T12:12:28.076,0.378,0.655,0.051,0.776
1550085148077,2019-02-13T12:12:28.077,0.379,0.646,0.046,0.770
1550085148079,2019-02-13T12:12:28.079,0.381,0.650,0.051,0.762
1550085148080,2019-02-13T12:12:28.080,0.382,0.650,0.049,0.768
1550085148082,2019-02-13T12:12:28.082,0.384,0.651,0.046,0.769
1550085148083,2019-02-13T12:12:28.083,0.385,0.647,0.047,0.770
1550085148085,2019-02-13T12:12:28.085,0.387,0.657,0.047,0.772
1550085148085,2019-02-13T12:12:28.085,0.387,0.656,0.048,0.777
1550085148086,2019-02-13T12:12:28.086,0.388,0.653,0.045,0.779
1550085148088,2019-02-13T12:12:28.088,0.390,0.658,0.046,0.771
1550085148089,2019-02-13T12:12:28.089,0.391,0.654,0.046,0.772
1550085148091,2019-02-13T12:12:28.091,0.393,0.650,0.050,0.771
1550085148092,2019-02-13T12:12:28.092,0.394,0.656,0.045,0.772
1550085148094,2019-02-13T12:12:28.094,0.396,0.651,0.048,0.769
1550085148094,2019-02-13T12:12:28.094,0.396,0.658,0.046,0.778
1550085148095,2019-02-13T12:12:28.095,0.397,0.659,0.048,0.780
1550085148096,2019-02-13T12:12:28.096,0.398,0.657,0.048,0.780
1550085148098,2019-02-13T12:12:28.098,0.400,0.651,0.047,0.781
1550085148099,2019-02-13T12:12:28.099,0.401,0.656,0.045,0.779
1550085148101,2019-02-13T12:12:28.101,0.403,0.658,0.049,0.779
1550085148102,2019-02-13T12:12:28.102,0.404,0.655,0.049,0.780
1550085148102,2019-02-13T12:12:28.102,0.404,0.655,0.045,0.777
1550085148104,2019-02-13T12:12:28.104,0.406,0.659,0.047,0.780
1550085148105,2019-02-13T12:12:28.105,0.407,0.653,0.047,0.774
1550085148107,2019-02-13T12:12:28.107,0.409,0.654,0.048,0.781
1550085148108,2019-02-13T12:12:28.108,0.410,0.661,0.044,0.788
1550085148110,2019-02-13T12:12:28.110,0.412,0.654,0.045,0.782
1550085148111,2019-02-13T12:12:28.111,0.413,0.659,0.054,0.780
1550085148111,2019-02-13T12:12:28.111,0.413,0.659,0.047,0.782
1550085148113,2019-02-13T12:12:28.113,0.415,0.650,0.049,0.781
1550085148114,2019-02-13T12:12:28.114,0.416,0.657,0.050,0.787
1550085148115,2019-02-13T12:12:28.115,0.417,0.656,0.049,0.784
1550085148117,2019-02-13T12:12:28.117,0.419,0.658,0.052,0.788
1550085148118,2019-02-13T12:12:28.118,0.420,0.659,0.043,0.785
1550085148118,2019-02-13T12:12:28.118,0.420,0.662,0.043,0.781
1550085148120,2019-02-13T12:12:28.120,0.422,0.656,0.049,0.786
1550085148121,2019-02-13T12:12:28.121,0.423,0.657,0.045,0.795
1550085148123,2019-02-13T12:12:28.123,0.425,0.665,0.044,0.789
1550085148124,2019-02-13T12:12:28.124,0.426,0.660,0.045,0.777
1550085148126,2019-02-13T12:12:28.126,0.428,0.658,0.048,0.784
1550085148127,2019-02-13T12:12:28.127,0.429,0.661,0.051,0.789
1550085148127,2019-02-13T12:12:28.127,0.429,0.664,0.047,0.789
1550085148129,2019-02-13T12:12:28.129,0.431,0.664,0.053,0.786
1550085148130,2019-02-13T12:12:28.130,0.432,0.660,0.055,0.784
1550085148132,2019-02-13T12:12:28.132,0.434,0.656,0.048,0.787
1550085148133,2019-02-13T12:12:28.133,0.435,0.658,0.046,0.782
1550085148135,2019-02-13T12:12:28.135,0.437,0.662,0.047,0.785
1550085148136,2019-02-13T12:12:28.136,0.438,0.666,0.045,0.786
1550085148136,2019-02-13T12:12:28.136,0.438,0.665,0.047,0.787
1550085148137,2019-02-13T12:12:28.137,0.439,0.664,0.048,0.788
1550085148139,2019-02-13T12:12:28.139,0.441,0.657,0.051,0.791
1550085148140,2019-02-13T12:12:28.140,0.442,0.657,0.044,0.784
1550085148142,2019-02-13T12:12:28.142,0.444,0.659,0.050,0.792
1550085148143,2019-02-13T12:12:28.143,0.445,0.663,0.044,0.793
1550085148145,2019-02-13T12:12:28.145,0.447,0.664,0.042,0.795
1550085148145,2019-02-13T12:12:28.145,0.447,0.666,0.043,0.788
1550085148146,2019-02-13T12:12:28.146,0.448,0.664,0.047,0.792
1550085148148,2019-02-13T12:12:28.148,0.450,0.667,0.042,0.798
1550085148149,2019-02-13T12:12:28.149,0.451,0.664,0.044,0.795
1550085148151,2019-02-13T12:12:28.151,0.453,0.662,0.041,0.794
1550085148152,2019-02-13T12:12:28.152,0.454,0.670,0.042,0.794
1550085148154,2019-02-13T12:12:28.154,0.456,0.661,0.041,0.793
1550085148154,2019-02-13T12:12:28.154,0.456,0.662,0.045,0.798
1550085148155,2019-02-13T12:12:28.155,0.457,0.671,0.047,0.793
1550085148157,2019-02-13T12:12:28.157,0.459,0.668,0.048,0.795
1550085148158,2019-02-13T12:12:28.158,0.460,0.674,0.049,0.795
1550085148159,2019-02-13T12:12:28.159,0.461,0.669,0.043,0.794
1550085148161,2019-02-13T12:12:28.161,0.463,0.670,0.047,0.786
1550085148162,2019-02-13T12:12:28.162,0.464,0.674,0.051,0.785
1550085148162,2019-02-13T12:12:28.162,0.464,0.668,0.046,0.793
1550085148164,2019-02-13T12:12:28.164,0.466,0.666,0.052,0.793
1550085148165,2019-02-13T12:12:28.165,0.467,0.672,0.048,0.791
1550085148167,2019-02-13T12:12:28.167,0.469,0.670,0.046,0.797
