epoch (ms),time (-09:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1550085874657,2019-02-13T12:24:34.657,0.000,0.490,0.105,0.851
1550085874658,2019-02-13T12:24:34.658,0.001,0.494,0.105,0.843
1550085874660,2019-02-13T12:24:34.660,0.003,0.497,0.101,0.832
1550085874661,2019-02-13T12:24:34.661,0.004,0.494,0.109,0.852
1550085874662,2019-02-13T12:24:34.662,0.005,0.500,0.112,0.859
1550085874662,2019-02-13T12:24:34.662,0.005,0.499,0.107,0.838
1550085874664,2019-02-13T12:24:34.664,0.007,0.499,0.109,0.843
1550085874665,2019-02-13T12:24:34.665,0.008,0.498,0.101,0.835
1550085874667,2019-02-13T12:24:34.667,0.010,0.498,0.103,0.833
1550085874668,2019-02-13T12:24:34.668,0.011,0.500,0.110,0.863
1550085874670,2019-02-13T12:24:34.670,0.013,0.507,0.099,0.831
1550085874671,2019-02-13T12:24:34.671,0.014,0.502,0.102,0.839
1550085874671,2019-02-13T12:24:34.671,0.014,0.508,0.105,0.853
1550085874673,2019-02-13T12:24:34.673,0.016,0.505,0.096,0.831
1550085874674,2019-02-13T12:24:34.674,0.017,0.506,0.103,0.840
1550085874676,2019-02-13T12:24:34.676,0.019,0.504,0.097,0.863
1550085874677,2019-02-13T12:24:34.677,0.020,0.502,0.099,0.837
1550085874679,2019-02-13T12:24:34.679,0.022,0.504,0.099,0.844
1550085874680,2019-02-13T12:24:34.680,0.023,0.512,0.074,0.823
1550085874680,2019-02-13T12:24:34.680,0.023,0.525,0.048,0.748
1550085874682,2019-02-13T12:24:34.682,0.025,0.528,0.036,0.726
1550085874683,2019-02-13T12:24:34.683,0.026,0.539,0.044,0.746
1550085874684,2019-02-13T12:24:34.684,0.027,0.534,0.047,0.734
1550085874686,2019-02-13T12:24:34.686,0.029,0.539,0.073,0.722
1550085874687,2019-02-13T12:24:34.687,0.030,0.533,0.103,0.740
1550085874687,2019-02-13T12:24:34.687,0.030,0.525,0.128,0.784
1550085874689,2019-02-13T12:24:34.689,0.032,0.520,0.135,0.790
1550085874690,2019-02-13T12:24:34.690,0.033,0.526,0.134,0.792
1550085874692,2019-02-13T12:24:34.692,0.035,0.527,0.125,0.828
1550085874693,2019-02-13T12:24:34.693,0.036,0.532,0.109,0.836
1550085874695,2019-02-13T12:24:34.695,0.038,0.532,0.086,0.802
1550085874696,2019-02-13T12:24:34.696,0.039,0.526,0.084,0.804
1550085874696,2019-02-13T12:24:34.696,0.039,0.526,0.071,0.770
1550085874698,2019-02-13T12:24:34.698,0.041,0.513,0.073,0.817
1550085874699,2019-02-13T12:24:34.699,0.042,0.519,0.071,0.796
1550085874701,2019-02-13T12:24:34.701,0.044,0.507,0.069,0.832
1550085874702,2019-02-13T12:24:34.702,0.045,0.506,0.083,0.806
1550085874703,2019-02-13T12:24:34.703,0.046,0.497,0.090,0.860
1550085874705,2019-02-13T12:24:34.705,0.048,0.499,0.088,0.865
1550085874705,2019-02-13T12:24:34.705,0.048,0.494,0.089,0.864
1550085874706,2019-02-13T12:24:34.706,0.049,0.493,0.094,0.864
1550085874708,2019-02-13T12:24:34.708,0.051,0.493,0.087,0.881
1550085874709,2019-02-13T12:24:34.709,0.052,0.493,0.087,0.910
1550085874711,2019-02-13T12:24:34.711,0.054,0.492,0.081,0.864
1550085874712,2019-02-13T12:24:34.712,0.055,0.485,0.080,0.878
1550085874714,2019-02-13T12:24:34.714,0.057,0.497,0.087,0.888
1550085874714,2019-02-13T12:24:34.714,0.057,0.490,0.079,0.870
1550085874715,2019-02-13T12:24:34.715,0.058,0.495,0.086,0.863
1550085874717,2019-02-13T12:24:34.717,0.060,0.486,0.085,0.921
1550085874718,2019-02-13T12:24:34.718,0.061,0.497,0.096,0.910
1550085874720,2019-02-13T12:24:34.720,0.063,0.493,0.080,0.887
1550085874721,2019-02-13T12:24:34.721,0.064,0.500,0.087,0.918
1550085874723,2019-02-13T12:24:34.723,0.066,0.498,0.087,0.900
1550085874723,2019-02-13T12:24:34.723,0.066,0.494,0.088,0.891
1550085874724,2019-02-13T12:24:34.724,0.067,0.498,0.086,0.928
1550085874725,2019-02-13T12:24:34.725,0.068,0.504,0.086,0.901
1550085874727,2019-02-13T12:24:34.727,0.070,0.508,0.086,0.909
1550085874728,2019-02-13T12:24:34.728,0.071,0.507,0.089,0.919
1550085874730,2019-02-13T12:24:34.730,0.073,0.513,0.086,0.908
1550085874731,2019-02-13T12:24:34.731,0.074,0.514,0.086,0.896
1550085874731,2019-02-13T12:24:34.731,0.074,0.517,0.084,0.895
1550085874733,2019-02-13T12:24:34.733,0.076,0.516,0.083,0.880
1550085874734,2019-02-13T12:24:34.734,0.077,0.513,0.085,0.914
1550085874736,2019-02-13T12:24:34.736,0.079,0.518,0.094,0.895
1550085874737,2019-02-13T12:24:34.737,0.080,0.521,0.092,0.887
1550085874739,2019-02-13T12:24:34.739,0.082,0.527,0.091,0.886
1550085874740,2019-02-13T12:24:34.740,0.083,0.523,0.097,0.877
1550085874740,2019-02-13T12:24:34.740,0.083,0.516,0.093,0.866
1550085874742,2019-02-13T12:24:34.742,0.085,0.526,0.095,0.867
1550085874743,2019-02-13T12:24:34.743,0.086,0.526,0.098,0.871
1550085874745,2019-02-13T12:24:34.745,0.088,0.523,0.094,0.871
1550085874746,2019-02-13T12:24:34.746,0.089,0.528,0.098,0.871
1550085874747,2019-02-13T12:24:34.747,0.090,0.525,0.095,0.866
1550085874749,2019-02-13T12:24:34.749,0.092,0.526,0.094,0.867
1550085874749,2019-02-13T12:24:34.749,0.092,0.524,0.094,0.867
1550085874750,2019-02-13T12:24:34.750,0.093,0.526,0.095,0.868
1550085874752,2019-02-13T12:24:34.752,0.095,0.527,0.095,0.867
1550085874753,2019-02-13T12:24:34.753,0.096,0.526,0.090,0.864
1550085874755,2019-02-13T12:24:34.755,0.098,0.527,0.085,0.862
1550085874756,2019-02-13T12:24:34.756,0.099,0.529,0.084,0.860
