epoch (ms),time (-09:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1550086023969,2019-02-13T12:27:03.969,0.051,0.351,0.053,0.931
1550086023971,2019-02-13T12:27:03.971,0.053,0.355,0.055,0.930
1550086023972,2019-02-13T12:27:03.972,0.054,0.352,0.056,0.931
1550086023974,2019-02-13T12:27:03.974,0.056,0.356,0.060,0.933
1550086023975,2019-02-13T12:27:03.975,0.057,0.358,0.059,0.935
1550086023975,2019-02-13T12:27:03.975,0.057,0.351,0.059,0.936
1550086023977,2019-02-13T12:27:03.977,0.059,0.350,0.055,0.938
1550086023978,2019-02-13T12:27:03.978,0.060,0.352,0.052,0.936
1550086023980,2019-02-13T12:27:03.980,0.062,0.350,0.056,0.931
1550086023981,2019-02-13T12:27:03.981,0.063,0.353,0.054,0.936
1550086023983,2019-02-13T12:27:03.983,0.065,0.350,0.056,0.944
1550086023984,2019-02-13T12:27:03.984,0.066,0.358,0.057,0.935
1550086023984,2019-02-13T12:27:03.984,0.066,0.354,0.059,0.940
1550086023986,2019-02-13T12:27:03.986,0.068,0.357,0.059,0.939
1550086023987,2019-02-13T12:27:03.987,0.069,0.351,0.055,0.937
1550086023989,2019-02-13T12:27:03.989,0.071,0.355,0.065,0.942
1550086023990,2019-02-13T12:27:03.990,0.072,0.351,0.057,0.942
1550086023991,2019-02-13T12:27:03.991,0.073,0.347,0.059,0.937
1550086023993,2019-02-13T12:27:03.993,0.075,0.354,0.056,0.939
1550086023993,2019-02-13T12:27:03.993,0.075,0.356,0.060,0.940
1550086023994,2019-02-13T12:27:03.994,0.076,0.353,0.063,0.937
1550086023996,2019-02-13T12:27:03.996,0.078,0.352,0.060,0.939
1550086023997,2019-02-13T12:27:03.997,0.079,0.352,0.062,0.935
1550086023999,2019-02-13T12:27:03.999,0.081,0.350,0.054,0.944
1550086024000,2019-02-13T12:27:04.000,0.082,0.350,0.057,0.934
1550086024002,2019-02-13T12:27:04.002,0.084,0.353,0.058,0.941
1550086024002,2019-02-13T12:27:04.002,0.084,0.349,0.059,0.939
1550086024003,2019-02-13T12:27:04.003,0.085,0.351,0.063,0.936
1550086024005,2019-02-13T12:27:04.005,0.087,0.345,0.060,0.935
1550086024006,2019-02-13T12:27:04.006,0.088,0.353,0.061,0.940
1550086024008,2019-02-13T12:27:04.008,0.090,0.345,0.061,0.940
1550086024009,2019-02-13T12:27:04.009,0.091,0.349,0.058,0.940
1550086024009,2019-02-13T12:27:04.009,0.091,0.352,0.064,0.936
1550086024011,2019-02-13T12:27:04.011,0.093,0.347,0.066,0.936
1550086024012,2019-02-13T12:27:04.012,0.094,0.350,0.062,0.939
1550086024013,2019-02-13T12:27:04.013,0.095,0.350,0.062,0.939
1550086024015,2019-02-13T12:27:04.015,0.097,0.351,0.060,0.943
1550086024016,2019-02-13T12:27:04.016,0.098,0.351,0.062,0.940
1550086024018,2019-02-13T12:27:04.018,0.100,0.344,0.059,0.932
1550086024018,2019-02-13T12:27:04.018,0.100,0.347,0.055,0.938
1550086024019,2019-02-13T12:27:04.019,0.101,0.351,0.065,0.937
1550086024021,2019-02-13T12:27:04.021,0.103,0.348,0.065,0.936
1550086024022,2019-02-13T12:27:04.022,0.104,0.349,0.063,0.936
1550086024024,2019-02-13T12:27:04.024,0.106,0.342,0.062,0.935
1550086024025,2019-02-13T12:27:04.025,0.107,0.349,0.064,0.934
1550086024027,2019-02-13T12:27:04.027,0.109,0.346,0.069,0.930
1550086024028,2019-02-13T12:27:04.028,0.110,0.344,0.069,0.934
1550086024028,2019-02-13T12:27:04.028,0.110,0.349,0.066,0.942
1550086024030,2019-02-13T12:27:04.030,0.112,0.360,0.093,0.938
1550086024031,2019-02-13T12:27:04.031,0.113,0.383,0.094,0.973
1550086024032,2019-02-13T12:27:04.032,0.114,0.371,0.075,0.962
1550086024034,2019-02-13T12:27:04.034,0.116,0.359,0.048,0.948
1550086024035,2019-02-13T12:27:04.035,0.117,0.359,0.040,0.976
1550086024035,2019-02-13T12:27:04.035,0.117,0.350,0.037,0.961
1550086024037,2019-02-13T12:27:04.037,0.119,0.351,0.038,0.962
1550086024038,2019-02-13T12:27:04.038,0.120,0.355,0.039,0.968
1550086024040,2019-02-13T12:27:04.040,0.122,0.350,0.039,0.973
1550086024041,2019-02-13T12:27:04.041,0.123,0.350,0.051,0.976
1550086024043,2019-02-13T12:27:04.043,0.125,0.355,0.051,0.974
1550086024044,2019-02-13T12:27:04.044,0.126,0.358,0.060,0.967
1550086024044,2019-02-13T12:27:04.044,0.126,0.362,0.059,0.960
1550086024046,2019-02-13T12:27:04.046,0.128,0.353,0.062,0.965
1550086024047,2019-02-13T12:27:04.047,0.129,0.359,0.061,0.963
1550086024049,2019-02-13T12:27:04.049,0.131,0.352,0.065,0.947
1550086024050,2019-02-13T12:27:04.050,0.132,0.354,0.063,0.953
1550086024052,2019-02-13T12:27:04.052,0.134,0.352,0.059,0.946
1550086024053,2019-02-13T12:27:04.053,0.135,0.349,0.059,0.944
1550086024053,2019-02-13T12:27:04.053,0.135,0.349,0.060,0.940
1550086024054,2019-02-13T12:27:04.054,0.136,0.349,0.064,0.938
1550086024056,2019-02-13T12:27:04.056,0.138,0.346,0.070,0.933
1550086024057,2019-02-13T12:27:04.057,0.139,0.346,0.071,0.929
1550086024059,2019-02-13T12:27:04.059,0.141,0.351,0.069,0.930
1550086024060,2019-02-13T12:27:04.060,0.142,0.349,0.068,0.933
1550086024062,2019-02-13T12:27:04.062,0.144,0.341,0.069,0.933
1550086024062,2019-02-13T12:27:04.062,0.144,0.345,0.070,0.933
1550086024063,2019-02-13T12:27:04.063,0.145,0.342,0.070,0.935
1550086024065,2019-02-13T12:27:04.065,0.147,0.346,0.065,0.930
1550086024066,2019-02-13T12:27:04.066,0.148,0.347,0.065,0.928
1550086024068,2019-02-13T12:27:04.068,0.150,0.347,0.062,0.923
1550086024069,2019-02-13T12:27:04.069,0.151,0.348,0.057,0.925
1550086024071,2019-02-13T12:27:04.071,0.153,0.343,0.054,0.918
1550086024071,2019-02-13T12:27:04.071,0.153,0.343,0.058,0.916
1550086024072,2019-02-13T12:27:04.072,0.154,0.339,0.051,0.914
1550086024073,2019-02-13T12:27:04.073,0.155,0.351,0.052,0.922
1550086024075,2019-02-13T12:27:04.075,0.157,0.349,0.053,0.930
1550086024076,2019-02-13T12:27:04.076,0.158,0.347,0.054,0.919
1550086024078,2019-02-13T12:27:04.078,0.160,0.351,0.053,0.921
1550086024078,2019-02-13T12:27:04.078,0.160,0.351,0.048,0.916
1550086024079,2019-02-13T12:27:04.079,0.161,0.360,0.052,0.917
1550086024081,2019-02-13T12:27:04.081,0.163,0.352,0.049,0.919
1550086024082,2019-02-13T12:27:04.082,0.164,0.352,0.051,0.917
1550086024084,2019-02-13T12:27:04.084,0.166,0.356,0.049,0.922
1550086024085,2019-02-13T12:27:04.085,0.167,0.358,0.048,0.923
1550086024087,2019-02-13T12:27:04.087,0.169,0.366,0.046,0.921
1550086024087,2019-02-13T12:27:04.087,0.169,0.363,0.048,0.919
1550086024088,2019-02-13T12:27:04.088,0.170,0.360,0.041,0.922
1550086024090,2019-02-13T12:27:04.090,0.172,0.356,0.046,0.916
1550086024091,2019-02-13T12:27:04.091,0.173,0.359,0.044,0.912
1550086024093,2019-02-13T12:27:04.093,0.175,0.352,0.043,0.916
1550086024094,2019-02-13T12:27:04.094,0.176,0.353,0.041,0.913
1550086024095,2019-02-13T12:27:04.095,0.177,0.354,0.040,0.911
1550086024095,2019-02-13T12:27:04.095,0.177,0.355,0.042,0.906
1550086024097,2019-02-13T12:27:04.097,0.179,0.351,0.042,0.915
1550086024098,2019-02-13T12:27:04.098,0.180,0.346,0.039,0.908
1550086024100,2019-02-13T12:27:04.100,0.182,0.342,0.038,0.902
1550086024101,2019-02-13T12:27:04.101,0.183,0.347,0.038,0.906
1550086024103,2019-02-13T12:27:04.103,0.185,0.346,0.033,0.908
1550086024104,2019-02-13T12:27:04.104,0.186,0.344,0.032,0.902
1550086024106,2019-02-13T12:27:04.106,0.188,0.343,0.032,0.902
1550086024106,2019-02-13T12:27:04.106,0.188,0.339,0.037,0.900
1550086024107,2019-02-13T12:27:04.107,0.189,0.343,0.036,0.902
1550086024109,2019-02-13T12:27:04.109,0.191,0.341,0.034,0.902
1550086024110,2019-02-13T12:27:04.110,0.192,0.341,0.033,0.901
1550086024112,2019-02-13T12:27:04.112,0.194,0.339,0.033,0.897
1550086024113,2019-02-13T12:27:04.113,0.195,0.344,0.035,0.896
1550086024113,2019-02-13T12:27:04.113,0.195,0.342,0.027,0.892
1550086024115,2019-02-13T12:27:04.115,0.197,0.337,0.027,0.896
1550086024116,2019-02-13T12:27:04.116,0.198,0.342,0.033,0.894
1550086024117,2019-02-13T12:27:04.117,0.199,0.342,0.028,0.896
1550086024119,2019-02-13T12:27:04.119,0.201,0.339,0.030,0.896
1550086024120,2019-02-13T12:27:04.120,0.202,0.340,0.030,0.893
1550086024122,2019-02-13T12:27:04.122,0.204,0.334,0.033,0.911
1550086024122,2019-02-13T12:27:04.122,0.204,0.342,0.020,0.924
1550086024123,2019-02-13T12:27:04.123,0.205,0.343,0.019,0.927
1550086024125,2019-02-13T12:27:04.125,0.207,0.345,0.014,0.926
1550086024126,2019-02-13T12:27:04.126,0.208,0.349,0.011,0.932
1550086024128,2019-02-13T12:27:04.128,0.210,0.355,0.007,0.923
1550086024129,2019-02-13T12:27:04.129,0.211,0.360,0.006,0.933
1550086024131,2019-02-13T12:27:04.131,0.213,0.359,0.010,0.922
1550086024131,2019-02-13T12:27:04.131,0.213,0.359,0.014,0.921
1550086024132,2019-02-13T12:27:04.132,0.214,0.366,0.017,0.922
1550086024134,2019-02-13T12:27:04.134,0.216,0.369,0.014,0.921
1550086024135,2019-02-13T12:27:04.135,0.217,0.367,0.012,0.915
1550086024136,2019-02-13T12:27:04.136,0.218,0.367,0.016,0.914
1550086024138,2019-02-13T12:27:04.138,0.220,0.378,0.003,0.905
1550086024139,2019-02-13T12:27:04.139,0.221,0.389,-0.009,0.908
1550086024139,2019-02-13T12:27:04.139,0.221,0.390,-0.006,0.916
1550086024141,2019-02-13T12:27:04.141,0.223,0.388,-0.000,0.913
1550086024142,2019-02-13T12:27:04.142,0.224,0.380,0.006,0.896
1550086024144,2019-02-13T12:27:04.144,0.226,0.380,0.013,0.903
1550086024145,2019-02-13T12:27:04.145,0.227,0.375,0.016,0.901
1550086024147,2019-02-13T12:27:04.147,0.229,0.376,0.008,0.894
1550086024148,2019-02-13T12:27:04.148,0.230,0.384,0.011,0.895
1550086024148,2019-02-13T12:27:04.148,0.230,0.378,0.018,0.898
1550086024150,2019-02-13T12:27:04.150,0.232,0.372,0.017,0.892
1550086024151,2019-02-13T12:27:04.151,0.233,0.373,0.013,0.885
1550086024153,2019-02-13T12:27:04.153,0.235,0.375,0.017,0.895
1550086024154,2019-02-13T12:27:04.154,0.236,0.373,0.017,0.887
1550086024156,2019-02-13T12:27:04.156,0.238,0.372,0.020,0.893
1550086024156,2019-02-13T12:27:04.156,0.238,0.371,0.017,0.885
1550086024157,2019-02-13T12:27:04.157,0.239,0.362,0.024,0.883
1550086024158,2019-02-13T12:27:04.158,0.240,0.365,0.025,0.875
1550086024160,2019-02-13T12:27:04.160,0.242,0.367,0.026,0.880
1550086024161,2019-02-13T12:27:04.161,0.243,0.361,0.023,0.886
1550086024163,2019-02-13T12:27:04.163,0.245,0.361,0.025,0.888
1550086024164,2019-02-13T12:27:04.164,0.246,0.365,0.018,0.890
1550086024164,2019-02-13T12:27:04.164,0.246,0.361,0.023,0.887
1550086024166,2019-02-13T12:27:04.166,0.248,0.363,0.015,0.894
1550086024167,2019-02-13T12:27:04.167,0.249,0.365,0.018,0.890
1550086024169,2019-02-13T12:27:04.169,0.251,0.358,0.021,0.890
1550086024170,2019-02-13T12:27:04.170,0.252,0.361,0.019,0.895
1550086024172,2019-02-13T12:27:04.172,0.254,0.366,0.019,0.895
1550086024173,2019-02-13T12:27:04.173,0.255,0.358,0.022,0.892
1550086024173,2019-02-13T12:27:04.173,0.255,0.360,0.021,0.902
1550086024175,2019-02-13T12:27:04.175,0.257,0.362,0.022,0.900
1550086024176,2019-02-13T12:27:04.176,0.258,0.362,0.023,0.901
1550086024178,2019-02-13T12:27:04.178,0.260,0.364,0.020,0.901
1550086024179,2019-02-13T12:27:04.179,0.261,0.371,0.022,0.902
1550086024180,2019-02-13T12:27:04.180,0.262,0.363,0.022,0.903
1550086024182,2019-02-13T12:27:04.182,0.264,0.366,0.021,0.902
1550086024182,2019-02-13T12:27:04.182,0.264,0.366,0.021,0.902
1550086024183,2019-02-13T12:27:04.183,0.265,0.366,0.016,0.906
1550086024185,2019-02-13T12:27:04.185,0.267,0.366,0.021,0.904
1550086024186,2019-02-13T12:27:04.186,0.268,0.365,0.019,0.904
1550086024188,2019-02-13T12:27:04.188,0.270,0.365,0.015,0.914
1550086024189,2019-02-13T12:27:04.189,0.271,0.363,0.016,0.912
1550086024191,2019-02-13T12:27:04.191,0.273,0.361,0.019,0.908
1550086024191,2019-02-13T12:27:04.191,0.273,0.362,0.018,0.914
1550086024192,2019-02-13T12:27:04.192,0.274,0.363,0.017,0.915
1550086024194,2019-02-13T12:27:04.194,0.276,0.365,0.019,0.911
1550086024195,2019-02-13T12:27:04.195,0.277,0.363,0.018,0.913
1550086024197,2019-02-13T12:27:04.197,0.279,0.360,0.021,0.913
1550086024198,2019-02-13T12:27:04.198,0.280,0.357,0.024,0.917
1550086024199,2019-02-13T12:27:04.199,0.281,0.356,0.021,0.917
1550086024199,2019-02-13T12:27:04.199,0.281,0.352,0.023,0.914
1550086024201,2019-02-13T12:27:04.201,0.283,0.356,0.018,0.912
1550086024202,2019-02-13T12:27:04.202,0.284,0.356,0.017,0.912
1550086024204,2019-02-13T12:27:04.204,0.286,0.349,0.017,0.915
1550086024205,2019-02-13T12:27:04.205,0.287,0.352,0.017,0.925
1550086024207,2019-02-13T12:27:04.207,0.289,0.349,0.015,0.916
1550086024208,2019-02-13T12:27:04.208,0.290,0.352,0.016,0.909
1550086024208,2019-02-13T12:27:04.208,0.290,0.346,0.017,0.907
1550086024210,2019-02-13T12:27:04.210,0.292,0.348,0.016,0.917
1550086024211,2019-02-13T12:27:04.211,0.293,0.353,0.013,0.912
1550086024213,2019-02-13T12:27:04.213,0.295,0.352,0.017,0.911
1550086024214,2019-02-13T12:27:04.214,0.296,0.352,0.020,0.907
1550086024216,2019-02-13T12:27:04.216,0.298,0.355,0.021,0.913
1550086024216,2019-02-13T12:27:04.216,0.298,0.352,0.023,0.908
1550086024217,2019-02-13T12:27:04.217,0.299,0.354,0.023,0.912
1550086024219,2019-02-13T12:27:04.219,0.301,0.353,0.030,0.916
1550086024220,2019-02-13T12:27:04.220,0.302,0.353,0.032,0.908
1550086024221,2019-02-13T12:27:04.221,0.303,0.351,0.033,0.914
1550086024223,2019-02-13T12:27:04.223,0.305,0.352,0.027,0.914
1550086024224,2019-02-13T12:27:04.224,0.306,0.354,0.024,0.909
1550086024224,2019-02-13T12:27:04.224,0.306,0.354,0.023,0.913
1550086024227,2019-02-13T12:27:04.227,0.309,0.355,0.030,0.917
1550086024227,2019-02-13T12:27:04.227,0.309,0.348,0.022,0.913
1550086024229,2019-02-13T12:27:04.229,0.311,0.347,0.022,0.908
1550086024230,2019-02-13T12:27:04.230,0.312,0.352,0.015,0.911
1550086024232,2019-02-13T12:27:04.232,0.314,0.351,0.013,0.914
1550086024233,2019-02-13T12:27:04.233,0.315,0.347,0.015,0.906
1550086024233,2019-02-13T12:27:04.233,0.315,0.355,0.013,0.915
1550086024235,2019-02-13T12:27:04.235,0.317,0.354,0.010,0.918
1550086024236,2019-02-13T12:27:04.236,0.318,0.353,0.016,0.905
1550086024238,2019-02-13T12:27:04.238,0.320,0.356,0.009,0.910
1550086024239,2019-02-13T12:27:04.239,0.321,0.359,0.014,0.908
1550086024240,2019-02-13T12:27:04.240,0.322,0.362,0.015,0.917
1550086024242,2019-02-13T12:27:04.242,0.324,0.369,0.014,0.914
1550086024242,2019-02-13T12:27:04.242,0.324,0.362,0.019,0.906
1550086024243,2019-02-13T12:27:04.243,0.325,0.362,0.019,0.905
1550086024245,2019-02-13T12:27:04.245,0.327,0.354,0.028,0.906
1550086024246,2019-02-13T12:27:04.246,0.328,0.362,0.024,0.908
1550086024248,2019-02-13T12:27:04.248,0.330,0.359,0.021,0.910
1550086024249,2019-02-13T12:27:04.249,0.331,0.362,0.025,0.907
1550086024251,2019-02-13T12:27:04.251,0.333,0.359,0.019,0.910
1550086024251,2019-02-13T12:27:04.251,0.333,0.365,0.020,0.920
1550086024252,2019-02-13T12:27:04.252,0.334,0.359,0.023,0.918
1550086024254,2019-02-13T12:27:04.254,0.336,0.359,0.020,0.915
1550086024255,2019-02-13T12:27:04.255,0.337,0.353,0.019,0.908
1550086024257,2019-02-13T12:27:04.257,0.339,0.354,0.019,0.915
1550086024258,2019-02-13T12:27:04.258,0.340,0.357,0.014,0.915
1550086024260,2019-02-13T12:27:04.260,0.342,0.353,0.016,0.911
1550086024260,2019-02-13T12:27:04.260,0.342,0.350,0.017,0.911
1550086024261,2019-02-13T12:27:04.261,0.343,0.356,0.018,0.913
1550086024262,2019-02-13T12:27:04.262,0.344,0.356,0.019,0.913
1550086024264,2019-02-13T12:27:04.264,0.346,0.356,0.016,0.904
1550086024265,2019-02-13T12:27:04.265,0.347,0.355,0.014,0.909
1550086024267,2019-02-13T12:27:04.267,0.349,0.353,0.016,0.913
1550086024268,2019-02-13T12:27:04.268,0.350,0.355,0.018,0.911
1550086024268,2019-02-13T12:27:04.268,0.350,0.358,0.018,0.910
1550086024270,2019-02-13T12:27:04.270,0.352,0.358,0.019,0.905
1550086024271,2019-02-13T12:27:04.271,0.353,0.361,0.026,0.911
1550086024273,2019-02-13T12:27:04.273,0.355,0.363,0.026,0.909
1550086024274,2019-02-13T12:27:04.274,0.356,0.363,0.021,0.912
1550086024276,2019-02-13T12:27:04.276,0.358,0.358,0.021,0.910
1550086024277,2019-02-13T12:27:04.277,0.359,0.362,0.025,0.907
1550086024277,2019-02-13T12:27:04.277,0.359,0.364,0.023,0.913
1550086024279,2019-02-13T12:27:04.279,0.361,0.361,0.025,0.917
1550086024280,2019-02-13T12:27:04.280,0.362,0.360,0.026,0.914
1550086024282,2019-02-13T12:27:04.282,0.364,0.362,0.025,0.910
1550086024283,2019-02-13T12:27:04.283,0.365,0.363,0.024,0.917
1550086024284,2019-02-13T12:27:04.284,0.366,0.364,0.017,0.922
1550086024284,2019-02-13T12:27:04.284,0.366,0.359,0.015,0.922
1550086024286,2019-02-13T12:27:04.286,0.368,0.366,0.010,0.912
1550086024287,2019-02-13T12:27:04.287,0.369,0.359,0.020,0.918
1550086024289,2019-02-13T12:27:04.289,0.371,0.362,0.010,0.920
1550086024290,2019-02-13T12:27:04.290,0.372,0.363,0.010,0.918
1550086024292,2019-02-13T12:27:04.292,0.374,0.362,0.016,0.922
1550086024293,2019-02-13T12:27:04.293,0.375,0.370,0.024,0.924
1550086024293,2019-02-13T12:27:04.293,0.375,0.371,0.029,0.921
1550086024295,2019-02-13T12:27:04.295,0.377,0.371,0.029,0.924
1550086024296,2019-02-13T12:27:04.296,0.378,0.376,0.024,0.924
1550086024298,2019-02-13T12:27:04.298,0.380,0.373,0.023,0.920
1550086024299,2019-02-13T12:27:04.299,0.381,0.379,0.019,0.917
1550086024301,2019-02-13T12:27:04.301,0.383,0.384,0.017,0.921
1550086024302,2019-02-13T12:27:04.302,0.384,0.382,0.004,0.930
1550086024302,2019-02-13T12:27:04.302,0.384,0.391,0.008,0.930
1550086024305,2019-02-13T12:27:04.305,0.387,0.386,0.006,0.925
1550086024305,2019-02-13T12:27:04.305,0.387,0.386,0.002,0.922
1550086024306,2019-02-13T12:27:04.306,0.388,0.383,0.009,0.923
1550086024308,2019-02-13T12:27:04.308,0.390,0.382,0.008,0.916
1550086024309,2019-02-13T12:27:04.309,0.391,0.383,0.009,0.917
1550086024311,2019-02-13T12:27:04.311,0.393,0.385,0.007,0.922
1550086024311,2019-02-13T12:27:04.311,0.393,0.379,0.008,0.923
1550086024312,2019-02-13T12:27:04.312,0.394,0.389,0.013,0.924
1550086024314,2019-02-13T12:27:04.314,0.396,0.385,0.013,0.924
1550086024315,2019-02-13T12:27:04.315,0.397,0.389,0.016,0.913
1550086024317,2019-02-13T12:27:04.317,0.399,0.393,0.013,0.917
1550086024318,2019-02-13T12:27:04.318,0.400,0.388,0.012,0.917
1550086024320,2019-02-13T12:27:04.320,0.402,0.394,0.016,0.918
1550086024320,2019-02-13T12:27:04.320,0.402,0.397,0.015,0.920
1550086024321,2019-02-13T12:27:04.321,0.403,0.401,0.015,0.920
1550086024323,2019-02-13T12:27:04.323,0.405,0.401,0.016,0.927
1550086024324,2019-02-13T12:27:04.324,0.406,0.400,0.021,0.924
1550086024325,2019-02-13T12:27:04.325,0.407,0.397,0.018,0.927
1550086024327,2019-02-13T12:27:04.327,0.409,0.399,0.020,0.934
1550086024328,2019-02-13T12:27:04.328,0.410,0.399,0.023,0.933
1550086024328,2019-02-13T12:27:04.328,0.410,0.396,0.020,0.926
1550086024330,2019-02-13T12:27:04.330,0.412,0.391,0.019,0.937
1550086024331,2019-02-13T12:27:04.331,0.413,0.396,0.015,0.934
1550086024333,2019-02-13T12:27:04.333,0.415,0.391,0.020,0.930
1550086024334,2019-02-13T12:27:04.334,0.416,0.390,0.015,0.930
1550086024336,2019-02-13T12:27:04.336,0.418,0.393,0.014,0.938
1550086024337,2019-02-13T12:27:04.337,0.419,0.387,0.007,0.937
1550086024337,2019-02-13T12:27:04.337,0.419,0.384,0.006,0.938
1550086024339,2019-02-13T12:27:04.339,0.421,0.390,0.005,0.935
1550086024340,2019-02-13T12:27:04.340,0.422,0.393,0.001,0.928
1550086024342,2019-02-13T12:27:04.342,0.424,0.386,0.009,0.937
1550086024343,2019-02-13T12:27:04.343,0.425,0.384,0.008,0.935
1550086024344,2019-02-13T12:27:04.344,0.426,0.380,0.012,0.936
1550086024346,2019-02-13T12:27:04.346,0.428,0.378,0.007,0.936
1550086024347,2019-02-13T12:27:04.347,0.429,0.376,0.005,0.938
1550086024347,2019-02-13T12:27:04.347,0.429,0.377,0.005,0.941
1550086024349,2019-02-13T12:27:04.349,0.431,0.379,0.009,0.939
1550086024350,2019-02-13T12:27:04.350,0.432,0.381,0.008,0.936
1550086024352,2019-02-13T12:27:04.352,0.434,0.374,0.006,0.942
1550086024353,2019-02-13T12:27:04.353,0.435,0.370,0.010,0.945
1550086024353,2019-02-13T12:27:04.353,0.435,0.370,0.004,0.939
1550086024355,2019-02-13T12:27:04.355,0.437,0.381,0.004,0.939
1550086024356,2019-02-13T12:27:04.356,0.438,0.377,0.011,0.931
1550086024358,2019-02-13T12:27:04.358,0.440,0.368,0.008,0.942
1550086024359,2019-02-13T12:27:04.359,0.441,0.372,0.008,0.943
1550086024361,2019-02-13T12:27:04.361,0.443,0.365,0.009,0.943
1550086024362,2019-02-13T12:27:04.362,0.444,0.371,0.009,0.943
1550086024362,2019-02-13T12:27:04.362,0.444,0.365,0.007,0.943
1550086024364,2019-02-13T12:27:04.364,0.446,0.363,0.013,0.949
1550086024365,2019-02-13T12:27:04.365,0.447,0.363,0.007,0.949
1550086024366,2019-02-13T12:27:04.366,0.448,0.355,0.012,0.948
1550086024368,2019-02-13T12:27:04.368,0.450,0.354,0.010,0.949
1550086024369,2019-02-13T12:27:04.369,0.451,0.352,0.013,0.950
1550086024371,2019-02-13T12:27:04.371,0.453,0.351,0.012,0.948
1550086024371,2019-02-13T12:27:04.371,0.453,0.348,0.015,0.951
1550086024372,2019-02-13T12:27:04.372,0.454,0.345,0.007,0.950
1550086024374,2019-02-13T12:27:04.374,0.456,0.344,0.009,0.955
1550086024375,2019-02-13T12:27:04.375,0.457,0.344,0.012,0.951
1550086024377,2019-02-13T12:27:04.377,0.459,0.341,0.012,0.953
1550086024378,2019-02-13T12:27:04.378,0.460,0.338,0.005,0.956
1550086024380,2019-02-13T12:27:04.380,0.462,0.336,0.007,0.954
1550086024380,2019-02-13T12:27:04.380,0.462,0.335,0.004,0.952
1550086024381,2019-02-13T12:27:04.381,0.463,0.334,0.005,0.951
1550086024383,2019-02-13T12:27:04.383,0.465,0.337,0.005,0.959
1550086024384,2019-02-13T12:27:04.384,0.466,0.339,0.010,0.957
1550086024386,2019-02-13T12:27:04.386,0.468,0.338,0.009,0.958
1550086024387,2019-02-13T12:27:04.387,0.469,0.332,0.012,0.957
