time,x Accel,y Accel,z Accel,x Vel,y Vel,x Dis,y Dis
0.0,0.08355825052530905,-0.08457931833074514,0.0,0.0,-0.0,0.0,-0.0
0.0,0.08505683895903163,-0.08509053475640804,0.0,0.0,-0.0,0.0,-0.0
0.0,0.08650732931118571,-0.08561614567972617,0.0,0.0,-0.0,0.0,-0.0
0.0,0.0879026951173226,-0.0861561778207377,0.0,0.0,-0.0,0.0,-0.0
0.0,0.0892350340472284,-0.08671150031594219,0.0,0.0,-0.0,0.0,-0.0
0.0,0.0904958930380631,-0.08728341100285383,0.0,0.009108654743990164,-0.008757819506466459,0.0009108654743990164,-0.000875781950646646
0.1,0.09167720184174016,-0.08787297912647535,0.0,0.009108654743990164,-0.008757819506466459,0.0009108654743990164,-0.000875781950646646
0.1,0.09277225672719852,-0.08848049060687209,0.0,0.009108654743990164,-0.008757819506466459,0.0009108654743990164,-0.000875781950646646
0.1,0.09377638893764162,-0.0891053172913528,0.0,0.009108654743990164,-0.008757819506466459,0.0009108654743990164,-0.000875781950646646
0.1,0.09468741237967601,-0.08974634371421368,0.0,0.009108654743990164,-0.008757819506466459,0.0009108654743990164,-0.000875781950646646
0.1,0.09550578165292212,-0.09040260023505066,0.0,0.009108654743990164,-0.008757819506466459,0.0009108654743990164,-0.000875781950646646
0.1,0.0962340748034353,-0.09107370199763168,0.0,0.009108654743990164,-0.008757819506466459,0.0009108654743990164,-0.000875781950646646
0.1,0.0968758997042507,-0.0917599651742243,0.0,0.009108654743990164,-0.008757819506466459,0.0009108654743990164,-0.000875781950646646
0.1,0.09743494106376907,-0.09246216095370605,0.0,0.009108654743990164,-0.008757819506466459,0.0009108654743990164,-0.000875781950646646
0.1,0.09791473143523194,-0.0931811595011673,0.0,0.018920343667048506,-0.018112769715501367,0.0028028998411038673,-0.002687058922196783
0.2,0.09831904702593489,-0.09391784467953088,0.0,0.018920343667048506,-0.018112769715501367,0.0028028998411038673,-0.002687058922196783
0.2,0.09865225536297945,-0.09467331430552556,0.0,0.018920343667048506,-0.018112769715501367,0.0028028998411038673,-0.002687058922196783
0.2,0.09891913474669031,-0.09544919770014776,0.0,0.018920343667048506,-0.018112769715501367,0.0028028998411038673,-0.002687058922196783
0.2,0.09912446685562415,-0.09624800635317216,0.0,0.018920343667048506,-0.018112769715501367,0.0028028998411038673,-0.002687058922196783
0.2,0.09927304016756056,-0.09707338896443161,0.0,0.018920343667048506,-0.018112769715501367,0.0028028998411038673,-0.002687058922196783
0.2,0.09937023197993855,-0.09793006313973718,0.0,0.018920343667048506,-0.018112769715501367,0.0028028998411038673,-0.002687058922196783
0.2,0.09942274327683873,-0.09882328002310922,0.0,0.018920343667048506,-0.018112769715501367,0.0028028998411038673,-0.002687058922196783
0.2,0.0994389716100268,-0.09975788581040877,0.0,0.018920343667048506,-0.018112769715501367,0.0028028998411038673,-0.002687058922196783
0.2,0.0994288236113782,-0.10073725179271399,0.0,0.018920343667048506,-0.018112769715501367,0.0028028998411038673,-0.002687058922196783
0.2,0.09940308518214719,-0.10176248804732525,0.0,0.02885912821560469,-0.028342507713806524,0.005688812662664336,-0.0055213096935774345
0.3,0.09937260578897653,-0.10283227191877788,0.0,0.02885912821560469,-0.028342507713806524,0.005688812662664336,-0.0055213096935774345
0.3,0.09934746420737708,-0.1039433060466261,0.0,0.02885912821560469,-0.028342507713806524,0.005688812662664336,-0.0055213096935774345
0.3,0.099336169292466,-0.1050910449728436,0.0,0.02885912821560469,-0.028342507713806524,0.005688812662664336,-0.0055213096935774345
0.3,0.09934506317299965,-0.10627025531821038,0.0,0.02885912821560469,-0.028342507713806524,0.005688812662664336,-0.0055213096935774345
0.3,0.0993781388944345,-0.10747533567610987,0.0,0.02885912821560469,-0.028342507713806524,0.005688812662664336,-0.0055213096935774345
0.3,0.09943726707040487,-0.108700460922457,0.0,0.02885912821560469,-0.028342507713806524,0.005688812662664336,-0.0055213096935774345
0.3,0.0995227075691327,-0.10993947719019817,0.0,0.02885912821560469,-0.028342507713806524,0.005688812662664336,-0.0055213096935774345
0.3,0.0996337873639053,-0.1111857260273901,0.0,0.02885912821560469,-0.028342507713806524,0.005688812662664336,-0.0055213096935774345
0.3,0.09976950214912189,-0.11243218401620733,0.0,0.02885912821560469,-0.028342507713806524,0.005688812662664336,-0.0055213096935774345
0.3,0.09992875983272162,-0.1136719134283301,0.0,0.03886107703301195,-0.03977103051202489,0.009574920365965533,-0.009498412744779925
0.4,0.10011021651542346,-0.11489854253603707,0.0,0.03886107703301195,-0.03977103051202489,0.009574920365965533,-0.009498412744779925
0.4,0.10031189299545257,-0.11610677116307452,0.0,0.03886107703301195,-0.03977103051202489,0.009574920365965533,-0.009498412744779925
0.4,0.10053082416327261,-0.11729293658111356,0.0,0.03886107703301195,-0.03977103051202489,0.009574920365965533,-0.009498412744779925
0.4,0.10076295907822924,-0.1184552147978992,0.0,0.03886107703301195,-0.03977103051202489,0.009574920365965533,-0.009498412744779925
0.4,0.10100341088452458,-0.11959303216804255,0.0,0.03886107703301195,-0.03977103051202489,0.009574920365965533,-0.009498412744779925
0.4,0.10124703214750025,-0.12070596941272176,0.0,0.03886107703301195,-0.03977103051202489,0.009574920365965533,-0.009498412744779925
0.4,0.10148925662289227,-0.12179295443356918,0.0,0.03886107703301195,-0.03977103051202489,0.009574920365965533,-0.009498412744779925
0.4,0.1017269407522749,-0.12285225341779629,0.0,0.03886107703301195,-0.03977103051202489,0.009574920365965533,-0.009498412744779925
